3M France,Infirmier,BAZIRE MARIE LAURE,20/06/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,23/05/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,29/11/2013,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,06/12/2013,REPAS,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,19/06/2012,Hospitalité,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,27/01/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,22/03/2013,Hospitalite,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,04/04/2014,REPAS,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,07/05/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,30/11/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MORAN ANGEL,27/01/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAPILLON RICHARD,15/03/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAVLOVITCH JEAN MARC,27/01/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PICAUD BERTILLE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PICAUD BERTILLE,27/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PICAUD BERTILLE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PROY PATRICK,22/10/2013,REPAS,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PROY PATRICK,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,31/01/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,21/12/2012,Hospitalité,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,15/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,02/10/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,24/05/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,23/05/2013,Hospitalite,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENOU FREDERIC,14/01/2013,Hospitalite,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROQUEBERT MARC,22/11/2013,REPAS,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROQUEBERT MARC,22/10/2013,REPAS,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROQUEBERT MARC,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RUELLAN KATELL,10/04/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RUELLAN KATELL,23/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TASSERY FRANCOIS,27/01/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VERDIER CLAIRE,31/01/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,GOULET DAVID,22/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,GOULET DAVID,20/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,VANHAEZEBROUCK CHRISTOPHE,22/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ZAPTIEDOPOULOS SOPHIE,22/10/2013,REPAS,€13,,
LABORATOIRE GLAXOSMITHKLINE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SQUIVEE MARIE,22/10/2013,REPAS,€17,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE BOZEC,15/01/2014,CADEAUX,€20,,
Laboratoire Innothera,Autres types de personne morale,SRA PHARMAESTUAIRE,04/12/2013,CADEAUX,€20,,
Laboratoire Innothera,Pharmacien,GOULET DAVID,04/12/2013,REPAS,€24,,
Laboratoire Innothera,Pharmacien,PATOUREL AGNES,04/12/2013,REPAS,€24,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DESAVOYE SARAH,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FERMENT ELODIE,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GRUEL VALÉRIE,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAMBERT CAROLINE,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LECOQ CHRISTEL,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LECOQ MÉLANIE,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LE SCOUL ELODIE,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEVASSEUR VIRGINIE,20/02/2014,REPAS,€15,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,UZUN CÉMIK,20/02/2014,REPAS,€15,,
LABORATOIRE NOVEX PHARMA,Médecin,LE BRETON KARELL,12/02/2013,Repas,€49,,
LABORATOIRE NOVEX PHARMA,Médecin,MEREL ALEXANDRA,13/12/2012,Repas,€17,,
LABORATOIRE NOVEX PHARMA,Médecin,MORAN ANGEL,13/12/2012,Repas,€17,,
LABORATOIRE NOVEX PHARMA,Médecin,PAVLOVITCH JEAN-MARC,13/12/2012,Repas,€17,,
LABORATOIRE NOVEX PHARMA,Médecin,PERIER AMELIE,13/12/2012,Repas,€17,,
LABORATOIRE NOVEX PHARMA,Médecin,RAT EMILIE,13/12/2012,Repas,€17,,
LABORATOIRES ALCON,Médecin,BORSCIOV PAVEL ADRIAN,11/05/2014,REPAS,€28,,
LABORATOIRES ALCON,Médecin,COUDRAY MARTINE,19/11/2013,REPAS,€26,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN YVES,18/06/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN YVES,05/12/2013,REPAS,€30,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN YVES,20/05/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN-YVES,29/11/2013,TRANSPORT,€294,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN-YVES,29/11/2013,HEBERGEMENT,€175,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN-YVES,29/11/2013,REPAS,€120,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN-YVES,16/11/2013,TRANSPORT,€142,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN-YVES,16/11/2013,REPAS,€180,,
LABORATOIRES ALCON,Médecin,GUICHEBARON JEAN-YVES,16/11/2013,HEBERGEMENT,€220,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LE SCOUL ELODIE,23/05/2014,REPAS,€38,,
Laboratoires BESINS INTERNATIONAL,Médecin,CAPELLA ALLOUC Sylvie,03/04/2013,Repas,€28,,
Laboratoires BESINS INTERNATIONAL,Médecin,CAPELLA ALLOUC Sylvie,05/02/2014,Repas,€42,,
Laboratoires BESINS INTERNATIONAL,Médecin,GOUERANT Serge,03/04/2013,Repas,€28,,
Laboratoires BESINS INTERNATIONAL,Médecin,HERMANN Julie,05/02/2014,Repas,€42,,
Laboratoires BESINS INTERNATIONAL,Médecin,LAMY VENDEUGE Nicole,05/02/2014,Repas,€42,,
Laboratoires BESINS INTERNATIONAL,Médecin,LE DIGABEL Jean francois,05/02/2014,Repas,€42,,
Laboratoires BESINS INTERNATIONAL,Médecin,LEPILLIER Patrick,21/02/2014,Repas,€35,,
Laboratoires BESINS INTERNATIONAL,Médecin,LEUNG YAN CHEONG Fabrice,21/02/2014,Repas,€35,,
Laboratoires BESINS INTERNATIONAL,Médecin,LEUNG YAN CHEONG Fabrice,03/04/2013,Repas,€28,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ALLOUC HERVE,02/12/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ALLOUC HERVE,21/10/2013,Repas,€27,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ALLOUC HERVE,07/04/2014,Repas,€44,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ANTIPHON PATRICK,07/04/2014,Repas,€44,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ANTIPHON PATRICK,02/12/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ANTIPHON PATRICK,21/10/2013,Repas,€27,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BAXS GUILLAUME,15/04/2014,Repas,€54,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BAXS GUILLAUME,10/06/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BEHAR PATRICK,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BRUNHES GABRIEL,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CASAUX DOMINIQUE,19/07/2013,Repas,€42,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHALUMEAU Maxime,26/05/2014,AUTRE : FRAIS D'INCRIPTION,€520,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHALUMEAU MAXIME,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHAMAYOU JACQUES,15/04/2014,Repas,€54,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHAMAYOU JACQUES,10/06/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DAMAGE ALEXANDRE,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,HAUGUEL ALEXANDRE,15/04/2014,Repas,€54,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,HAUGUEL ALEXANDRE,10/06/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,JEAN EMMANUEL,15/04/2014,Repas,€54,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,JEAN EMMANUEL,10/06/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,KARADUMAN OKTAY,10/06/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,KARADUMAN OKTAY,15/04/2014,Repas,€54,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LEDAMOISEL LIONEL,31/01/2014,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LEMERCIER MATHIEU,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LE METEIL FRANCOIS,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LESAULT PIERRE FRANCOIS,13/05/2014,Repas,€25,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LESAULT Pierrre Francois,26/05/2014,HEBERGEMENT,€322,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LESAULT Pierrre Francois,26/05/2014,TRANSPORT,€63,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LESAULT Pierrre Francois,26/05/2014,AUTRE : FRAIS D'INCRIPTION,€520,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,MINGAM STEPHANE,10/06/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,MINGAM STEPHANE,15/04/2014,Repas,€54,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PAVLOVITCH JEAN MARC,02/12/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PAVLOVITCH JEAN MARC,21/10/2013,Repas,€27,,
LABORATOIRES COLOPLAST,Infirmier,DUTOT MAGALIE,19/02/2014,Repas,€19,,
LABORATOIRES COLOPLAST,Infirmier,LEVILLAIN CATHERINE,19/02/2014,Repas,€19,,
LABORATOIRES COLOPLAST,Médecin,CHAMOND CAROLINE,19/02/2014,Repas,€19,,
LABORATOIRES COLOPLAST,Médecin,IVANOVIC ALEXANDRE,19/02/2014,Repas,€19,,
LABORATOIRES COLOPLAST,Médecin,MAILLARD DOMINIQUE,19/02/2014,Repas,€19,,
LABORATOIRES COLOPLAST,Médecin,RACLOT GILLES,19/02/2014,Repas,€19,,
LABORATOIRES COLOPLAST,Pharmacien,GOULET DAVID,06/02/2014,Repas,€30,,
LABORATOIRES COLOPLAST,Pharmacien,PATOUREL AGNES,06/02/2014,Repas,€30,,
LABORATOIRES COLOPLAST,Pharmacien,SARRASIN RICHARD,06/02/2014,Repas,€30,,
Laboratoires Expanscience,Médecin,GODET ALAIN,13/09/2013,Repas,€33,,
Laboratoires Expanscience,Médecin,GODET ALAIN,10/07/2013,Repas,€32,,
Laboratoires Expanscience,Médecin,GODET ALAIN,13/09/2013,Repas,€33,,
Laboratoires Expanscience,Médecin,GODET ALAIN,10/07/2013,Repas,€32,,
Laboratoires Expanscience,Médecin,LEDAMOISEL LIONNEL,10/07/2013,Repas,€32,,
Laboratoires Expanscience,Médecin,LEDAMOISEL LIONNEL,10/07/2013,Repas,€32,,
LABORATOIRES GENEVRIER,Médecin,BAXS GUILLAUME,15/10/2013,REPAS,€23,,
LABORATOIRES GENEVRIER,Médecin,JEAN EMMANUEL,15/10/2013,REPAS,€23,,
Laboratoires Grünenthal SAS,Médecin,BAXS GUILLAUME,24/06/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,CASAUX DOMINIQUE,25/09/2013,REPAS,€54,,
Laboratoires Grünenthal SAS,Médecin,CASAUX DOMINIQUE,04/12/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,CASAUX DOMINIQUE,24/06/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,CASAUX DOMINIQUE,26/03/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,GODET ALAIN,19/03/2014,REPAS,€43,,
Laboratoires Grünenthal SAS,Médecin,JEAN EMMANUEL,24/06/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,LEDAMOISEL LIONEL,25/09/2013,REPAS,€54,,
Laboratoires Grünenthal SAS,Médecin,LEDAMOISEL LIONEL,26/03/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,LEDAMOISEL LIONEL,25/09/2013,REPAS,€54,,
Laboratoires Grünenthal SAS,Médecin,LEDAMOISEL LIONEL,04/12/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MARRE DIDIER,05/06/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MICELI FABRICE,05/06/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MINGAM STEPHANE,24/06/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MINGAM STEPHANE,26/03/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,RENOU FREDERIC,26/03/2014,REPAS,€45,,
Laboratoires Lohmann & Rauscher,Association usager de santé,AVML 76,15/10/2013,AUTRE : [DONS DE PRODUITS],€192,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DEGRE FRANCOIS,21/11/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,FIRMIN PHILIPPE,21/11/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LARDANS SANOGO FRANCOISE,21/11/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LEDAMOISEL LIONEL,31/03/2014,HOSPITALITE,€13,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LEDAMOISEL LIONEL,08/11/2013,HOSPITALITE,€46,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LEQUOY BERTRAND,21/11/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,Maillard Dominique,21/06/2014,TRANSPORT,€321,,
LABORATOIRES MAYOLY SPINDLER,Médecin,Maillard Dominique,21/06/2014,HEBERGEMENT,€190,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MAILLARD DOMINIQUE,01/10/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MARRE DIDIER,21/11/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,RENAUT CHARLOTTE,04/04/2014,HOSPITALITE,€13,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,GOULET DAVID,10/04/2014,HOSPITALITE,€13,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,LECHEVALIER STEPHANIE,14/05/2014,HOSPITALITE,€16,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,TESSIER SEVERINE,14/05/2014,HOSPITALITE,€16,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,TROU EMMANUEL,14/05/2014,HOSPITALITE,€16,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Bazille Virginie,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Dupray Clarisse,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GOULET DAVID,01/10/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Hadraoui Naema,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEBAS HELENE,14/05/2014,HOSPITALITE,€16,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Lemaistre Heloise,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MACEDO NOEMIE,14/05/2014,HOSPITALITE,€16,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Querillon Leonne,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Quilan marion,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Remy Stephanie,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Vanhaezebrouck Christophe,29/10/2013,HOSPITALITE,€19,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ZWISLER ISABELLE,14/05/2014,HOSPITALITE,€16,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,VERDIER TRESCOL CLAIRE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,COURAUD ARMELLE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,POUYER BEN MALFI LALIA,01/12/2013,CADEAUX,€15,,
Laboratoires THEA,Médecin,GUICHEBARON JEAN YVES,17/10/2013,REPAS,€55,,
Laboratoires THEA,Médecin,GUICHEBARON JEAN-YVES,23/01/2014,REPAS,€51,,
LABORATOIRES URGO,Infirmier,BASIRE MARIE LAURE,19/01/2014,Invitations,€50,,
LABORATOIRES URGO,Infirmier,HARD MARIE CLAUDE,10/10/2013,REPAS,€35,,
LABORATOIRES URGO,Infirmier,LAINE VINCENT,10/10/2013,REPAS,€35,,
LABORATOIRES URGO,Infirmier,LEPILLER SEBASTIEN,10/10/2013,REPAS,€35,,
LABORATOIRES URGO,Infirmier,MAILLY DOMINIQUE,10/10/2013,REPAS,€35,,
LABORATOIRES URGO,Infirmier,RABIAU-HIRTZ BEATRICE,10/10/2013,REPAS,€35,,
Labvoratoire CHAUVIN,Médecin,GUICHEBARON JEAN-YVES,20/06/2014,TRANSPORT,€102,,
Labvoratoire CHAUVIN,Médecin,GUICHEBARON JEAN-YVES,20/06/2014,REPAS,€44,,
Labvoratoire CHAUVIN,Médecin,GUICHEBARON JEAN-YVES,20/06/2014,REPAS,€44,,
Labvoratoire CHAUVIN,Médecin,GUICHEBARON JEAN-YVES,20/06/2014,REPAS,€44,,
Labvoratoire CHAUVIN,Médecin,GUICHEBARON JEAN-YVES,20/06/2014,HEBERGEMENT,€173,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE DU GRAND CAP PHARMACIE DU GRAND CAP,29/10/2013,REPAS,€14,,
LEO Pharma,Infirmier,BENAHMED SOFIA,18/04/2014,REPAS,€37,,
LEO Pharma,Infirmier,BOCQUEL SOPHIE,03/02/2014,REPAS,€19,,
LEO Pharma,Infirmier,BOCQUEL SOPHIE,25/03/2014,REPAS,€17,,
LEO Pharma,Infirmier,DEMIER SOPHIE,25/03/2014,REPAS,€17,,
LEO Pharma,Infirmier,DRIEU EMILIE,13/09/2013,REPAS,€44,,
LEO Pharma,Infirmier,DUPARC SOPHIE,25/03/2014,REPAS,€17,,
LEO Pharma,Infirmier,HAUCHECORNE CELINE,03/02/2014,REPAS,€19,,
LEO Pharma,Infirmier,LECUYER PEGGY,18/04/2014,REPAS,€37,,
LEO Pharma,Infirmier,LEGRAND ISABELLE,18/04/2014,REPAS,€37,,
LEO Pharma,Infirmier,MEREL ALEXANDRA,25/03/2014,REPAS,€17,,
LEO Pharma,Médecin,ARNOUX MIGRAINE ISABELLE,18/03/2014,REPAS,€12,,
LEO Pharma,Médecin,CAUJOLLE BERNARD,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,COURAGE OLIVIER,13/09/2013,REPAS,€44,,
LEO Pharma,Médecin,COURAGE OLIVIER,18/04/2014,REPAS,€37,,
LEO Pharma,Médecin,ELIE LEGRAND MARIE CLAIRE,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,EUDIER AGNES,18/03/2014,REPAS,€12,,
LEO Pharma,Médecin,EUSTRATIADES PAILLARD CYRILLE,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,EUSTRATIADES PAILLARD CYRILLE,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,EUSTRATIADES PAILLARD CYRILLE,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,EUSTRATIADES PAILLARD CYRILLE,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,FIRMIN LEFEBVRE DELPHINE,19/12/2013,REPAS,€60,,
LEO Pharma,Médecin,GOSGNACH CHASSERANT MARILYN,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,GOSGNACH CHASSERANT MARILYN,03/04/2014,REPAS,€12,,
LEO Pharma,Médecin,KRACHT MATTHIAS,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,LEFRANC FLORENT,03/04/2014,REPAS,€12,,
LEO Pharma,Médecin,LEFRANC FLORENT,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,LEGRAND JEAN FRANCOIS,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,LEGRAND JEAN FRANCOIS,03/04/2014,REPAS,€12,,
LEO Pharma,Médecin,MAILLARD DOMINIQUE,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,MORAN ANGEL,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,MORAN ANGEL,25/03/2014,REPAS,€17,,
LEO Pharma,Médecin,PAVLOVITCH JEAN MARC,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,PAVLOVITCH JEAN MARC,25/03/2014,REPAS,€17,,
LEO Pharma,Médecin,PAVLOVITCH DE LA TOUR DU PIN ELEONORE,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,PLAT RICHARD,07/06/2013,HEBERGEMENT,€170,,
LEO Pharma,Médecin,PLAT RICHARD,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,PLAT RICHARD,07/06/2013,AUTRE : INSCRIPTION,€230,,
LEO Pharma,Médecin,PLAT RICHARD,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,PREVOST ERIC,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,RACLOT GILLES,03/02/2014,REPAS,€19,,
LEO Pharma,Médecin,RIQUIER RICHARD,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,RIQUIER RICHARD,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,ROSE DANIEL,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,SEITE Gilles,05/02/2014,Inscription,€165,,
LEO Pharma,Médecin,SEITE Gilles,05/02/2014,Transport,€264,,
LEO Pharma,Médecin,STELL PHILIPPE,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,STELL PHILIPPE,03/04/2014,REPAS,€12,,
LEO Pharma,Médecin,TESTAERT ERIC,18/03/2014,REPAS,€12,,
LEO Pharma,Médecin,THEVENIN GILLES,03/04/2014,REPAS,€12,,
LEO Pharma,Médecin,THEVENIN GILLES,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,TIT ARGHAD,11/02/2014,REPAS,€20,,
LEO Pharma,Médecin,TIT ARGHAD,15/10/2013,REPAS,€50,,
LEO Pharma,Médecin,VERDIER TRESCOL CLAIRE,19/12/2013,REPAS,€60,,
LEO Pharma,Pharmacien,KAUFFMANN DIDIER,25/03/2014,REPAS,€17,,
LES LABORATOIRES SERVIER,Médecin,AMARIA RACHID,05/06/2014,Repas,€60,,
