3M France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEVISMES CHARLOTTE,19/11/2013,REPAS,€13,,
NOVARTIS PHARMA SAS,Médecin,FERNEZ LIONEL,04/04/2014,Repas,€21,,
NOVARTIS PHARMA SAS,Médecin,FRETON AURELIEN,27/03/2014,Autre : [Inscription Evenement Scientifique],€240,,
NOVARTIS PHARMA SAS,Médecin,FRETON AURELIEN,11/02/2014,Repas,€19,,
NOVARTIS PHARMA SAS,Médecin,FRETON AURELIEN,27/03/2014,Hébergement,€210,,
NOVARTIS PHARMA SAS,Médecin,FREYCHET LAURENT,12/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GEORGER POCHET PASCALE,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,01/04/2014,Autre : [Inscription Evenement Scientifique],€240,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,15/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,20/02/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,28/03/2014,Repas,€21,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,01/04/2014,Autre : [Participation Evenement Scientifique],€125,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,01/04/2014,Transport,€588,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,01/04/2014,Repas,€58,,
NOVARTIS PHARMA SAS,Médecin,GERVAIS THEODORE CLAIRE,01/04/2014,Hébergement,€687,,
NOVARTIS PHARMA SAS,Médecin,GHAFFAR HABIB,08/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,20/02/2014,Repas,€15,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,08/01/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,04/06/2014,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,17/03/2014,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,20/02/2014,Repas,€15,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,08/01/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,17/03/2014,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,GIACCHERO JOEL,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GUEZ BERNARD,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GUIRAN JEAN CHARLES,20/02/2014,Repas,€15,,
NOVARTIS PHARMA SAS,Médecin,GUIRAN JEAN CHARLES,29/10/2013,Repas,€17,,
NOVARTIS PHARMA SAS,Médecin,HADAD MICHEL,10/02/2014,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,HUGUES THOMAS,06/06/2014,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,HUGUES THOMAS,17/03/2014,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,HUGUES THOMAS,20/02/2014,Repas,€15,,
NOVARTIS PHARMA SAS,Médecin,HUGUES THOMAS,05/07/2013,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,HUGUES THOMAS,15/11/2013,Repas,€50,,
NOVARTIS PHARMA SAS,Médecin,HUGUES THOMAS,29/10/2013,Repas,€17,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,02/12/2013,Repas,€37,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,21/01/2014,Repas,€35,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,04/02/2014,Repas,€41,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,12/03/2014,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,10/10/2013,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,10/03/2014,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,26/03/2014,Repas,€54,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,10/03/2014,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,ISMAIL SAMIR,04/02/2014,Repas,€41,,
NOVARTIS PHARMA SAS,Médecin,JHOWRY BRICE,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,JHOWRY BRICE,27/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,JOLIVET THIERRY,18/09/2013,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,JOLIVET THIERRY,27/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,JOLIVET THIERRY,15/05/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,JOLIVET THIERRY,08/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,JOLIVET THIERRY,07/05/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,JULIANI DIDIER,08/10/2013,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,JUNG MARC,12/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,JUNG MARC,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,KALLE ROGER,15/11/2013,Repas,€50,,
NOVARTIS PHARMA SAS,Médecin,KALLE ROGER,17/03/2014,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,KALLE ROGER,05/07/2013,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,06/05/2014,Autre : [Participation Evenement Scientifique],€29,,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,24/09/2013,Repas,€52,,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,08/06/2014,Hébergement,"€1,150",,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,08/06/2014,Transport,"€1,084",,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,20/02/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,08/06/2014,Hébergement,"€1,150",,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,08/06/2014,Repas,€122,,
NOVARTIS PHARMA SAS,Médecin,KULLMANN BENOIT,08/06/2014,Transport,"€1,084",,
NOVARTIS PHARMA SAS,Médecin,LAMBERT CHRISTOPHE,08/10/2013,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,LAPORTE JEROME,12/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LAPORTE JEROME,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LEBORGNE LAURENCE,14/01/2014,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,LE DU JEAN,12/11/2013,Autre : [Hospitalité Evenement Scientifique],€12,,
NOVARTIS PHARMA SAS,Médecin,LEGUAY JEAN MARC,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LEGUAY JEAN MARC,27/03/2014,Autre : [Inscription Evenement Scientifique],€240,,
NOVARTIS PHARMA SAS,Médecin,LEGUAY JEAN MARC,27/03/2014,Hébergement,€210,,
NOVARTIS PHARMA SAS,Médecin,LEONARDI DOMINIQUE,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LEVY DANIEL,08/07/2013,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,LION JEAN MICHEL,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LION JEAN MICHEL,12/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LODOVICI FRANCOIS,07/02/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,LODOVICI FRANCOIS,13/09/2013,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ JACQUES,06/06/2014,Repas,€21,,
NOVARTIS PHARMA SAS,Médecin,LUCAS PHILIPPE,15/01/2014,Transport,€179,,
NOVARTIS PHARMA SAS,Médecin,LUCAS PHILIPPE,15/01/2014,Transport,€179,,
NOVARTIS PHARMA SAS,Médecin,LUCAS PHILIPPE,15/01/2014,Autre : [Inscription Evenement Scientifique],€311,,
NOVARTIS PHARMA SAS,Médecin,MARCEL PATRICK,20/02/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MARCEL PATRICK,06/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MAS DIDIER,14/10/2013,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,MAS DIDIER,02/12/2013,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,MAS DIDIER,28/04/2014,Repas,€35,,
NOVARTIS PHARMA SAS,Médecin,MAS DIDIER,01/07/2013,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,MAS DIDIER,13/02/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,MAS DIDIER,22/05/2014,Repas,€53,,
NOVARTIS PHARMA SAS,Médecin,MAWAZINI HAZEM,08/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MAWAZINI HAZEM,07/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,MEHOUAS CHRISTIAN,05/12/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,MEHOUAS CHRISTIAN,15/10/2013,Repas,€35,,
NOVARTIS PHARMA SAS,Médecin,MEHOUAS CHRISTIAN,27/03/2014,Repas,€41,,
NOVARTIS PHARMA SAS,Médecin,MEHOUAS CHRISTIAN,12/05/2014,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,MOLINA BERNARD,14/02/2014,Repas,€37,,
NOVARTIS PHARMA SAS,Médecin,MOLINA BERNARD,24/09/2013,Repas,€30,,
NOVARTIS PHARMA SAS,Médecin,MONKA LOUIS JEAN JACQUES,12/11/2013,Autre : [Hospitalité Evenement Scientifique],€12,,
NOVARTIS PHARMA SAS,Médecin,MONKA LOUIS JEAN JACQUES,27/08/2013,Repas,€19,,
NOVARTIS PHARMA SAS,Médecin,MORAND JEAN PIERRE,11/10/2013,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,MORAND JEAN PIERRE,14/01/2014,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,MORAND JEAN PIERRE,04/04/2014,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,MOZZICONACCI DOMINIQUE,08/07/2013,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,MOZZICONACCI DOMINIQUE,13/02/2014,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,NAKACHE PATRICK,19/05/2014,Repas,€29,,
NOVARTIS PHARMA SAS,Médecin,PATOURAUX GERARD,12/11/2013,Autre : [Hospitalité Evenement Scientifique],€12,,
NOVARTIS PHARMA SAS,Médecin,PATOURAUX GERARD,27/08/2013,Repas,€19,,
NOVARTIS PHARMA SAS,Médecin,PERADOTTO JEAN,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PEREIRA CORTESE CECILE,27/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PEREIRA CORTESE CECILE,28/01/2014,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,PEREIRA CORTESE CECILE,08/04/2014,Repas,€19,,
NOVARTIS PHARMA SAS,Médecin,PEREIRA CORTESE CECILE,06/05/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Médecin,PIERRE MICHEL,17/03/2014,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,PIGEARIAS BERNARD,23/05/2014,Repas,€37,,
NOVARTIS PHARMA SAS,Médecin,PIGEARIAS BERNARD,12/02/2014,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,PIGEARIAS BERNARD,13/03/2014,Autre : [Participation Evenement Scientifique],€39,,
NOVARTIS PHARMA SAS,Médecin,PIGEARIAS BERNARD,16/05/2014,Repas,€35,,
NOVARTIS PHARMA SAS,Médecin,PRIETO RAPHAEL,26/07/2013,Repas,€21,,
NOVARTIS PHARMA SAS,Médecin,PRIEUR JEAN,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PRIEUR JEAN,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,RECCHI TARDIEUX VALERIE,05/12/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,ROCHER NICOLAS,05/06/2014,Autre : [Participation Evenement Scientifique],€12,,
NOVARTIS PHARMA SAS,Médecin,SCHUFFENECKER MARC,13/09/2013,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,SCHUFFENECKER MARC,07/02/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,SEBAG EVELYNE,19/05/2014,Repas,€29,,
NOVARTIS PHARMA SAS,Médecin,THAON JEAN FRANCOIS,11/10/2013,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,THAON JEAN FRANCOIS,04/04/2014,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,TOMI MICHEL,12/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TOMI MICHEL,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TORDJMAN JEAN BERNARD,03/10/2013,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,TORDJMAN JEAN BERNARD,29/04/2014,Repas,€50,,
NOVARTIS PHARMA SAS,Médecin,TORREGANO ELIE,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TREFFERT PASCALE,16/04/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,TREFFERT PASCALE,11/10/2013,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,TROJMAN JEAN,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TROJMAN JEAN,27/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TROJMAN JEAN,08/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,23/08/2013,Repas,€17,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,07/04/2014,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,18/02/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,15/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,13/03/2014,Autre : [Participation Evenement Scientifique],€39,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,16/05/2014,Repas,€35,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,23/08/2013,Repas,€17,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,07/04/2014,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,VIGNY VERGINE ISABELLE,27/09/2013,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,WORTMAN JEAN JOSEPH,29/04/2014,Repas,€50,,
NOVARTIS PHARMA SAS,Médecin,WORTMAN JEAN JOSEPH,03/10/2013,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,WORTMAN JEAN JOSEPH,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ZERBIB JENNYFER,05/06/2014,Autre : [Participation Evenement Scientifique],€12,,
NOVARTIS PHARMA SAS,Médecin,ZERBIB JENNYFER,10/04/2014,Repas,€18,,
NOVARTIS PHARMA SAS,Médecin,ZERBIB PHILIPPE,19/05/2014,Repas,€29,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,17/10/2013,Repas,€37,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,28/05/2014,Repas,€17,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,02/04/2014,Autre : [Participation Evenement Scientifique],€244,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,10/04/2014,Repas,€18,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,02/04/2014,Transport,"€1,217",,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,05/06/2014,Autre : [Participation Evenement Scientifique],€12,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,02/04/2014,Autre : [Inscription Evenement Scientifique],€429,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,17/04/2014,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,02/04/2014,Autre : [Participation Evenement Scientifique],€244,,
NOVARTIS PHARMA SAS,Médecin,ZOURDANI ALAIN,28/05/2014,Repas,€17,,
NOVARTIS PHARMA SAS,Médecin,ZUR CHRISTINE,17/06/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Médecin,ZUR CHRISTINE,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVO NORDISK,Médecin,AMAR DAVID,20/02/2014,REPAS,€60,,
NOVO NORDISK,Médecin,CICION SYLVIE,02/04/2014,REPAS,€22,,
NOVO NORDISK,Médecin,DOLLET MARIE CHRISTINE,28/09/2013,[FORFAIT],€261,,
NOVO NORDISK,Médecin,MAZZOLA FLUVIEN,28/09/2013,[FORFAIT],€261,,
NOVO NORDISK,Médecin,PALLE STEPHANIE,03/12/2013,[RESTAURATION],€60,,
NOVO NORDISK,Médecin,SEBAG EVELYNE,20/02/2014,REPAS,€60,,
NOVO NORDISK,Médecin,TORDJMAN JEAN BERNARD,02/04/2014,REPAS,€22,,
Ophtalmic Compagnie,Médecin,CARBONEL JEAN CLAUDE,29/01/2014,Repas,€49,,
Ophtalmic Compagnie,Médecin,ROCHER NICOLAS,20/03/2014,Repas,€54,,
ORIGIO France,Médecin,LATTES STEPHANIE,29/06/2014,HOTEL CONGRES 3 NUITS,€537,,
ORIGIO France,Médecin,LATTES STEPHANIE,30/06/2014,DINER ORIGIO LE 30 JUIN,€54,,
ORIGIO France,Médecin,LATTES STEPHANIE,29/06/2014,INSCRIPTION CONGRES,€476,,
ORIGIO France,Pharmacien,THIBAULT EMMANUELLE,25/09/2013,ATELIERS FFER 2013,€410,,
ORIGIO France,Pharmacien,THIBAULT EMMANUELLE,25/09/2013,VOYAGE + REPAS FFER,€242,,
ORMCO FRANCE SAS,Chirurgien-dentiste,BRIANCON CLAIRE,01/07/2013,REPAS,€22,,
ORMCO FRANCE SAS,Chirurgien-dentiste,MELOUL VIRGINIE,01/07/2013,REPAS,€22,,
ORMCO FRANCE SAS,Chirurgien-dentiste,SUDRE VALERIE,17/07/2013,REPAS,€24,,
ORMCO FRANCE SAS,Chirurgien-dentiste,SUDRE VALERIE,03/09/2013,REPAS,€41,,
ORMCO FRANCE SAS,Chirurgien-dentiste,TOMI SYLVIE,01/07/2013,REPAS,€22,,
Otsuka Pharmaceutical France SAS,Médecin,BRUNET GERARD,06/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,FENICHEL KARIM,06/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GIORDANA BRUNO,03/04/2014,TRANSPORT,€433,,
Otsuka Pharmaceutical France SAS,Médecin,GIORDANA BRUNO,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,GIORDANA BRUNO,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GIORDANA BRUNO,03/04/2014,HOSPITALITE,€60,,
Otsuka Pharmaceutical France SAS,Médecin,JERAM ANTON,06/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,MALET Laurent,28/03/2014,HEBERGEMENT,€170,,
Otsuka Pharmaceutical France SAS,Médecin,MALET Laurent,28/03/2014,REPAS,€52,,
Otsuka Pharmaceutical France SAS,Médecin,SALIMBENI BEATRICE,13/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,SPINA JEAN MARC,06/05/2014,Repas,€60,,
PECH CERCIAT,Médecin,Adda Alice,26/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Adda Alice,26/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Barbolosi Jacques,29/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Barbolosi Jacques,29/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Beranger Philippe,26/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bozzetto Gérard,11/10/2013,Autre : [ECHANTILLON],€40,,
PECH CERCIAT,Médecin,Caujolle Isabelle,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Caujolle Isabelle,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Chatelier Giroudon Yvonne,11/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Chekroun Laurence,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Chekroun Laurence,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dahan-Guedj Aline,02/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dantzer Michel,28/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Desruelles François,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dubois Dominique,11/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dubois Dominique,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dubois Dominique,11/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Eyraud Bernard,15/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Fouque-Parachini Linda,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Galeazzi Alexandra,29/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Geraudie Philippe,29/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Harroch Daniel,11/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Libo Soler Lyne,05/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Morel-Mandrino Patricia,05/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Morel-Mandrino Patricia,05/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Osta Ismat,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Padilla Jean-Michel,29/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Padilla Jean-Michel,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Padilla Jean-Michel,29/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Padilla Jean-Michel,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Palmaro Jean Claude,15/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Palmaro Jean Claude,15/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Passeron Alain,11/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Robitaille Marie Claire,28/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Robitaille Marie Claire,28/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Rostain Gilles,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Rostain Gilles,19/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Rostain Gilles,20/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Saubiez Lion Catherine,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Saubiez Lion Catherine,20/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Vitetta Annie,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Walcher Marie-Christine,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Walcher Marie-Christine,15/10/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Médecin,BENSA ALAIN,22/05/2014,REPAS,€46,,
PFIZER SAS,Médecin,KALLE ROGER,19/05/2014,REPAS,€23,,
PHADIA SAS,Médecin,PEREIRA CORTESE CECILE,01/07/2013,FRAIS DE REPAS,€26,,
PHADIA SAS,Pharmacien,PONSAILLE JULIETTE,01/07/2013,FRAIS DE REPAS,€26,,
PHARMA DOM,Infirmier,VOUILLEMIN VERONIQUE,15/11/2013,TRANSPORT,€168,,
PHARMA DOM,Infirmier,VOUILLEMIN VERONIQUE,15/11/2013,HEBERGEMENT,€120,,
PHARMA DOM,Infirmier,VOUILLEMIN VERONIQUE,15/11/2013,INSCRIPTION,€90,,
PHARMA DOM,Infirmier,VOUILLEMIN VERONIQUE,15/11/2013,REPAS,€50,,
PHARMA DOM,Médecin,GIORDANA CAROLINE,21/11/2013,INSCRIPTION,€30,,
PHARMA DOM,Médecin,GIORDANA CAROLINE,21/11/2013,TRANSPORT,€289,,
PHARMA DOM,Médecin,GIORDANA CAROLINE,21/11/2013,REPAS,€50,,
PHARMA DOM,Médecin,GIORDANA CAROLINE,21/11/2013,HEBERGEMENT,€65,,
PHARMA DOM,Médecin,MUNTIANU MADALINA,10/06/2014,DEJEUNER D'OPPORTUNITE,€34,,
PHARMA DOM,Médecin,PERRIN EMILIE,10/06/2014,DEJEUNER D'OPPORTUNITE,€34,,
PHARMA DOM,Médecin,ROUGIER CHARLOTTE,10/06/2014,DEJEUNER D'OPPORTUNITE,€34,,
PHILIPS FRANCE,Manipulateur d’électroradiologie médicale,DUVERNEUIL SYLVIE,27/11/2013,Repas,€41,,
PHILIPS FRANCE,Manipulateur d’électroradiologie médicale,MORISSET JEAN JACQUES,27/11/2013,Repas,€41,,
PHILIPS FRANCE,Manipulateur d’électroradiologie médicale,YLDIRIM VERI,11/04/2014,REPAS,€36,,
PHILIPS FRANCE,Médecin,CHANALET STEPHANE,27/11/2013,Repas,€41,,
PHILIPS FRANCE,Médecin,PADOVANI BERNARD,11/04/2014,REPAS,€36,,
PHONAK FRANCE,Audioprothésiste,AGU JEAN CHARLES,12/11/2013,REPAS,€20,,
PHONAK FRANCE,Audioprothésiste,AGU JEAN-CHARLES,27/01/2014,CADEAUX,€56,,
