3M France,Chirurgien-dentiste,PONS MARC,09/10/2013,REPAS,€35,,
JANSSEN-CILAG,Médecin,GUILLOT MURIEL,18/10/2013,REPAS,€21,,
JANSSEN-CILAG,Médecin,GUILLOT MURIEL,29/05/2013,REPAS,€40,,
JANSSEN-CILAG,Médecin,HAMMOUD JAMAL,30/05/2013,REPAS,€39,,
JANSSEN-CILAG,Médecin,HAMMOUD JAMAL,06/05/2014,REPAS,€43,,
JANSSEN-CILAG,Médecin,HAMMOUD JAMAL,04/07/2013,REPAS,€44,,
JANSSEN-CILAG,Médecin,LAN CHOW WING DAVID,30/05/2013,REPAS,€39,,
JANSSEN-CILAG,Médecin,MANDON VIRGINIE,01/04/2014,REPAS,€20,,
KISCO International,Médecin,GUERIN Patrick,19/12/2013,CADEAUX,€20,,
KISCO International,Médecin,MANGIONE Paolo,19/12/2013,CADEAUX,€20,,
KYD ORTHOPEDIE,Etablissement de santé,CLINIQUE DU SPORT,23/05/2014,REPAS,€840,,
KYD ORTHOPEDIE,Etablissement de santé,CLINIQUE DU SPORT,06/06/2014,REPAS,€24,,
KYD ORTHOPEDIE,Etablissement de santé,CLINIQUE DU SPORT,09/04/2014,REPAS,€11,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,27/12/2013,CADEAUX,€21,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,20/01/2014,TRANSPORT,€37,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,05/06/2014,REPAS,€49,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,04/02/2014,REPAS,€23,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,07/04/2014,REPAS,€19,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,01/10/2013,TRANSPORT,€105,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,02/12/2013,TRANSPORT,€142,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,13/11/2013,TRANSPORT,€126,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,01/10/2013,REPAS,€40,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,01/10/2013,HEBERGEMENT,€109,,
KYD ORTHOPEDIE,Médecin,PREVOT NICOLAS,22/11/2013,REPAS,€35,,
LABCATAL,Médecin,HAMMOUD JAMAL,20/05/2014,REPAS,€57,,
LABCATAL,Médecin,LAN CHOW WING DAVID,17/12/2013,REPAS,€54,,
LABCATAL,Médecin,VIALA ROBERT,23/10/2013,HOSPITALITE,€797,,
LABCATAL,Médecin,VIALA ROBERT,25/06/2014,HOSPITALITE,€980,,
LABCATAL,Médecin,VIALA ROBERT,05/06/2014,HOSPITALITE,€871,,
LABCATAL,Médecin,VIALA ROBERT,23/10/2013,HOSPITALITE,€797,,
LABCATAL,Médecin,VIALA ROBERT,25/06/2014,HOSPITALITE,€980,,
LABCATAL,Médecin,VIALA ROBERT,08/11/2013,TRANSPORT,€54,,
LABORATOIRE ATO-ZIZINE,Association professionnel de santé,AGUERRE & INGE,23/07/2013,Autre,€10,,
LABORATOIRE ATO-ZIZINE,Association professionnel de santé,BIAU-PEYRET & FRANCESCHI,23/07/2013,Autre,€15,,
LABORATOIRE ATO-ZIZINE,Association professionnel de santé,CABINET DENTAIRE DE BOURRANVILLE,15/11/2012,Autre,€10,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,POIROUX DOMINIQUE,15/11/2012,Autre,€10,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,POIROUX DOMINIQUE,15/11/2012,Cadeaux,€144,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,REISER VERONIQUE,12/04/2012,Cadeaux,€144,,
laboratoire BAUSCH&LOMB,Médecin,CAZANAVE HENRI,09/10/2013,REPAS,€55,,
laboratoire BAUSCH&LOMB,Médecin,MALAVAL PHILIPPE,09/10/2013,REPAS,€55,,
Laboratoire Bioderma,Médecin,CONTE HELENE,20/05/2014,INVITATIONS,€800,,
Laboratoire GANDHOUR,Médecin,colbert lorraine,07/11/2013,repas,€52,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,RUGHOOBUR TANNA,18/10/2012,Hospitalité,€109,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERTHELOT CALMELS VALERIE,17/09/2013,REPAS,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BONNET AGNES,18/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHUNG CHING CHOW EDOUARD,30/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,19/03/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,03/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,04/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,19/03/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,03/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,14/11/2013,REPAS,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,17/09/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,03/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,04/06/2012,Hospitalité,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,25/10/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CINA GERARD,08/11/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COCHET CHANTAL,21/12/2012,Inscription,€260,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COCHET CHANTAL,21/12/2012,Transport,€217,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COCHET CHANTAL,21/12/2012,Hospitalité,€253,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COLBERT LORRAINE,06/12/2012,Hospitalité,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COLINMAIRE HERVE,24/10/2013,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COMBY VIALLARD MARIE,17/09/2013,REPAS,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DAMON DIDIER,20/06/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELAGE PIERRE,01/03/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELAGE PIERRE,08/03/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELAGE PIERRE,10/05/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELAGE PIERRE,21/03/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELAGE PIERRE,10/05/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELAGE PIERRE,10/10/2013,REPAS,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRAVIGNEY SAVARY JOELLE,27/06/2013,Hospitalite,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRAVIGNEY SAVARY JOELLE,24/05/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRAVIGNEY SAVARY JOELLE,08/06/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRAVIGNEY SAVARY JOELLE,18/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,05/09/2012,Hospitalité,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,03/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,30/10/2013,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,03/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,04/01/2012,Hospitalité,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DRILLAUD DENIS,03/04/2013,Hospitalite,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELLA NGUEMA ANNIE,02/02/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELLA NGUEMA ANNIE LAURE,12/06/2014,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELLA NGUEMA ANNIE LAURE,09/02/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELLA NGUEMA ANNIE LAURE,12/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELLA NGUEMA ANNIE LAURE,12/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELLA NGUEMA ANNIE LAURE,22/11/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ESCARMANT CELINE,24/06/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ESCARMANT CELINE,23/11/2012,Hospitalité,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ESCARMANT CELINE,18/11/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ESCARMANT PLANNIFIE,21/05/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ESCARMANT PLANNIFIE,31/08/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FABERES GILLES,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRARIS DAVID,12/04/2013,Hospitalite,€33,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRARIS DAVID,14/05/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRARIS DAVID,04/05/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRARIS DAVID,11/10/2013,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRARIS DAVID,11/12/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRARIS DAVID,10/02/2012,Hospitalité,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GAVOUT PHILIPPE,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRAUZAM FRANCOIS,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIER SASSOUT MONIQUE,15/07/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,15/04/2014,TRANSPORT,€192,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,12/03/2012,Hospitalité,€18,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,06/07/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,12/03/2013,Hospitalite,€18,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,04/02/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,15/04/2014,INSCRIPTION,€350,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,12/03/2012,Hospitalité,€18,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,16/04/2014,HEBERGEMENT,€230,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,17/04/2014,HEBERGEMENT,€230,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,15/04/2014,TRANSPORT,€192,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRECIET SASSOUST MONIQUE,08/11/2013,REPAS,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,30/04/2013,Hospitalite,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,02/10/2012,Hospitalité,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,16/04/2013,Hospitalite,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,22/05/2012,Hospitalité,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,29/01/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,08/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,06/11/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,09/07/2013,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,21/01/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,04/03/2014,REPAS,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIQUE,12/06/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRINFEDER VERONIUQUE,05/03/2012,Hospitalité,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,11/06/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,12/04/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,27/06/2013,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,14/06/2012,Hospitalité,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,20/03/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,27/06/2013,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,12/09/2012,Hospitalité,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,19/01/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,12/04/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMMOUD JAMAL,19/02/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOUEILLE JEAN JACQUES,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOULIAT THIERRY,08/11/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOULIAT THIERRY,19/03/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,12/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,09/02/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,07/11/2013,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,14/11/2013,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,22/11/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,14/11/2013,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,20/06/2013,REPAS,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,12/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,13/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,28/03/2013,Hospitalite,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,IZARD STEPHANE,12/06/2014,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,05/03/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,16/04/2013,Hospitalite,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,22/05/2012,Hospitalité,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,30/04/2013,Hospitalite,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,23/10/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,21/01/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,02/10/2012,Hospitalité,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,12/06/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,06/11/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LACHIVER ERIC,14/02/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LAN CHOW WING DAVID,20/03/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECOCQ LAURENT,15/11/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECOCQ LAURENT,16/05/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEGAILLARD ELISABETH,18/12/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEGAILLARD ELISABETH,04/04/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEGAILLARD ELISABETH,17/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEGAILLARD ELISABETH,29/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE VIGOUROUX VIVIANE,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARRAUD DES GROTTES BENOIT,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENICOT OLIVIER,13/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENICOT OLIVIER,22/11/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,29/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,04/04/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,06/12/2013,REPAS,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,18/12/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,06/12/2013,REPAS,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,02/02/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,17/07/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NGUON MONIKA,09/10/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUJOL NOZERES PLANNIFIE,31/08/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUJOL NOZERES PLANNIFIE,21/05/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUJOL NOZERES STEPHANIE,18/11/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUJOL NOZERES STEPHANIE,23/11/2012,Hospitalité,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUJOL NOZERES STEPHANIE,23/09/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUJOL NOZERES STEPHANIE,26/05/2014,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REMY VINCENT,22/03/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REMY VINCENT,02/02/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REMY VINCENT,14/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMIER ANTOINE,07/11/2013,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMIER ANTOINE,12/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMIER ANTOINE,14/11/2013,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMIER ANTOINE,02/02/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMIER ANTOINE,13/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMIER ANTOINE,22/11/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TREBESSES JEAN MICHEL,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TREBESSES JEAN MICHEL,07/03/2013,Hospitalite,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TREBESSES JEAN MICHEL,15/11/2012,Hospitalité,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TREBESSES JEAN MICHEL,29/03/2012,Hospitalité,€34,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,BENARD HELENE,23/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,BENARD PATRICK,23/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,LAMBRECHT PIERRE,23/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,LAURIN CATHERINE,20/03/2012,Hospitalité,€43,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,VELLA CATHERINE,20/03/2012,Hospitalité,€43,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE PRINCIPALE,06/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE SZTARK,13/12/2013,CADEAUX,€26,,
LABORATOIRE JALDES,Médecin,Bonnet Agnès,10/10/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Bonnet Jérome,28/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Cipriano Gérard,07/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Dravigney Joelle,26/09/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Dravigney Joelle,18/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Ella Anne-Laure,28/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Guillot Muriel,10/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Lan Chow Wing David,25/09/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Larran-Moulies Michèle,02/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Lenain Gilles,09/10/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Michèle Larran-Moulies,25/01/2014,Autre : [ECHANTILLON],€40,,
LABORATOIRE MENE ET MOY,Médecin,CIPRIANO GERARD,15/10/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,CIPRIANO GERARD,15/10/2013,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,CIPRIANO GERARD,07/11/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,LARRAN MOULIES MICHELE,26/05/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,LARRAN MOULIES MICHELE,26/05/2014,cadeaux,€27,,
LABORATOIRES ALCON,Médecin,RTT VIGNAUX LAMARQUE COLETTE,23/05/2014,Repas,€62,,
LABORATOIRES ALCON,Opticien-lunetier,DELAFOSSE LIONEK,24/06/2014,Repas,€59,,
LABORATOIRES ALCON,Opticien-lunetier,GIRARD ROMAIN PIERRE,24/06/2014,Repas,€59,,
LABORATOIRES ALCON,Opticien-lunetier,LASSALLE AMANDINE,24/06/2014,Repas,€59,,
LABORATOIRES ALCON,Opticien-lunetier,MARTIN ADELINE,24/06/2014,Repas,€59,,
LABORATOIRES ALCON,Opticien-lunetier,PETRIAT CECILE,24/06/2014,Repas,€59,,
LABORATOIRES ALCON,Opticien-lunetier,VASSEUR SEBASTIEN,24/06/2014,Repas,€59,,
Laboratoires ARKOPHARMA,Pharmacien,LAURIN CATHERINE,28/01/2014,REPAS,€47,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CAZEAUX KARINE,20/05/2014,REPAS,€51,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CAZEAUX KARINE,28/01/2014,REPAS,€47,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOUESCA MARINE,28/01/2014,REPAS,€47,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,STAIGRE SONIA,28/01/2014,REPAS,€47,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DRILLAUD DENIS,10/07/2013,Repas,€41,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DRILLAUD DENIS,18/06/2014,Repas,€26,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DRILLAUD DENIS,20/11/2013,Repas,€22,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,GENCEL LAURENT,28/01/2014,Repas,€17,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,GRECIET SASSOUST MONIQUE,12/06/2014,Repas,€37,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,HAMMOUD JAMAL,04/06/2014,Repas,€44,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,HAMMOUD JAMAL,15/05/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,HAMMOUD JAMAL,24/10/2013,Repas,€29,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,LACHEZE GUILLAUME,23/10/2013,Repas,€38,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,LACHEZE J PIERRE,23/10/2013,Repas,€38,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,LACHEZE SOPHIE,23/10/2013,Repas,€38,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOISSEAU MARJORIE,23/10/2013,Repas,€38,,
