3M France,Pharmacien,RAVENEAU EDDY,26/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,XAVIER PATRICK,10/05/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,XAVIER PATRICK,22/05/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,BOURRILLON NATHALIE,22/05/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,BOURRILLON OLIVIER,22/05/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,COURSELAUD GILBERT,22/05/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HYLLAIRE GENEVIEVE,22/05/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,NADAUD ANNICK,22/05/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,PASQUET ROCHE FRANCOISE,22/05/2014,REPAS,€26,,
LABORATOIRE JALDES,Médecin,Benslimane Samir,17/12/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Cantaloube Muriel,20/11/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Deshors Bertrand,20/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Durantie D'Amato Pacsale,28/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Gely Ghislain,20/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Metge Marie-Paule,08/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Verbier-Naneix Christine,28/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRES ALCON,Médecin,BROUSSEAUD FRANCOIS-XAVIER,07/02/2014,REPAS,€47,,
LABORATOIRES ALCON,Médecin,PELINARD LOUIS,14/02/2014,REPAS,€15,,
LABORATOIRES ALCON,Médecin,PELINARD LOUIS,07/02/2014,REPAS,€47,,
LABORATOIRES ALCON,Médecin,SERVANTIE REMI,07/02/2014,REPAS,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,COLINET DE GRAEVE Marie claude,04/04/2014,Repas,€24,,
Laboratoires BESINS INTERNATIONAL,Médecin,FONTAINE Philippe,12/12/2013,Repas,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,FOURNES MARAVAL Marie paule,24/03/2014,Repas,€45,,
Laboratoires BESINS INTERNATIONAL,Médecin,FOURNES MARAVAL Marie-Paule,05/06/2013,Repas,€22,,
Laboratoires BESINS INTERNATIONAL,Médecin,HENRY Bruno,12/12/2013,Repas,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,KOHLER Herve,12/12/2013,Repas,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,MERY Jean Dominique,12/12/2013,Repas,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,OLIVIER Charles,12/12/2013,Repas,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,SALAVERRI Martine,12/12/2013,Repas,€47,,
Laboratoires BESINS INTERNATIONAL,Médecin,VIALLE Veronique,24/03/2014,Repas,€45,,
Laboratoires BESINS INTERNATIONAL,Médecin,VIALLE Véronique,05/06/2013,Repas,€22,,
LABORATOIRES BOUCHARA - RECORDATI,Etudiant,MARTINS CYNDI,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHARLIAGUET Jean Pierre,15/01/2014,AUTRE : INSCRIPTION,€311,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PORTE PATRICK,28/05/2014,Repas,€36,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PUCHEU Alain,15/01/2014,AUTRE : INSCRIPTION,€311,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,BEAULIEU PHILIPPE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,JUGIE EMELINE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,KHADER HANANE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DA SILVA NATHALIE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAVERGNE ADELINE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MADELAINE FLORENCE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,NEYCENSAS GWENDOLINE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SOLEILHAVOUO LAETITIA,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TEMSOURY BENEDICTE,25/02/2014,Repas,€21,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VERGNON ELODIE,25/02/2014,Repas,€21,,
LABORATOIRES COLOPLAST,Infirmier,MORONVAL DELPHINE,15/04/2014,Repas,€48,,
LABORATOIRES COLOPLAST,Infirmier,MORONVAL DELPHINE,19/11/2013,Repas,€45,,
LABORATOIRES COLOPLAST,Infirmier,MORONVAL DELPHINE,24/10/2013,Repas,€17,,
LABORATOIRES COLOPLAST,Médecin,ABITA JUVENAL THIARE,01/10/2013,Repas,€55,,
LABORATOIRES COLOPLAST,Médecin,ABITA JUVENAL THIARE,02/07/2013,Repas,€50,,
LABORATOIRES COLOPLAST,Médecin,ABITA JUVENAL THIARE,17/09/2013,Repas,€50,,
LABORATOIRES COLOPLAST,Médecin,MALLET RICHARD,24/09/2013,Repas,€35,,
LABORATOIRES COLOPLAST,Médecin,MALLET RICHARD,24/09/2013,Hébergement,€140,,
LABORATOIRES COLOPLAST,Médecin,MALLET RICHARD,24/09/2013,Repas,€50,,
LABORATOIRES COLOPLAST,Médecin,MALLET RICHARD,24/09/2013,Transport,€300,,
LABORATOIRES CONVATEC,Infirmier,BDOUX FAUSTINE,05/02/2014,HEBERGEMENT,€131,,
LABORATOIRES CONVATEC,Infirmier,BDOUX FAUSTINE,05/02/2014,REPAS,€50,,
LABORATOIRES CONVATEC,Infirmier,BDOUX FAUSTINE,05/02/2014,REPAS,€50,,
Laboratoires Expanscience,Médecin,ROBOREL DE CLIMENS JEAN THEOBALD,26/09/2013,Repas,€22,,
Laboratoires Expanscience,Médecin,ROBOREL DE CLIMENS JEAN THEOBALD,26/09/2013,Repas,€22,,
LABORATOIRES GENEVRIER,Médecin,CHEVRIER CATHERINE,09/01/2014,REPAS,€17,,
LABORATOIRES GENEVRIER,Médecin,CHEVRIER CATHERINE,03/06/2014,REPAS,€35,,
LABORATOIRES GENEVRIER,Médecin,CHEVRIER CATHERINE,06/03/2014,REPAS,€16,,
LABORATOIRES GENEVRIER,Médecin,ESPINASSOUZE FRANCOIS,03/06/2014,REPAS,€35,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,13/02/2014,HEBERGEMENT,€164,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,16/01/2014,REPAS,€42,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,16/01/2014,HEBERGEMENT,€100,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,03/06/2014,REPAS,€35,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,13/02/2014,TRANSPORT,€223,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,13/02/2014,REPAS,€33,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,19/08/2013,HEBERGEMENT,€163,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,19/08/2013,TRANSPORT,€230,,
LABORATOIRES GENEVRIER,Médecin,MAGHIA REMI,16/01/2014,TRANSPORT,€202,,
LABORATOIRES GENEVRIER,Médecin,POPA LUCIANA,20/05/2014,REPAS,€31,,
LABORATOIRES GENEVRIER,Médecin,POPA LUCIANA,20/05/2014,REPAS,€31,,
Laboratoires Grünenthal SAS,Médecin,LAPUYADE GERARD,24/10/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,PORTE PATRICK,24/10/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,24/10/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,ROYER BERNARD,18/10/2013,REPAS,€35,,
Laboratoires Grünenthal SAS,Médecin,ROYER BERNARD,24/10/2013,REPAS,€55,,
Laboratoires Leurquin Mediolanum,Médecin,BILLOT CLAUDINE,05/09/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,BILLOT CLAUDINE,07/02/2014,AUTRE,€32,,
Laboratoires Leurquin Mediolanum,Médecin,BOIVIN LAETITIA,21/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,CHEVRIER JACQUES,03/12/2013,AUTRE,€32,,
Laboratoires Leurquin Mediolanum,Médecin,DALET LYDIE,03/12/2013,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,DALET LYDIE,05/09/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,FONTAINE PHILIPPE,05/09/2013,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,GIRAUNIE SOULACROUP MARIE CHRISTINE,22/11/2013,AUTRE,€32,,
Laboratoires Leurquin Mediolanum,Médecin,HARISBOURE DE SAINT JORES ISABELLE,09/04/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,KOHLER HERVE,05/09/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,LIOZON PATRICK,25/09/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,ROUVELOUP TRONCHE FRANCOISE,08/11/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,ROUVELOUP TRONCHE FRANCOISE,01/10/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,XAVIER PATRICK,05/11/2013,AUTRE,€15,,
Laboratoires Lohmann & Rauscher,Pharmacien,TRIGER NATHALIE,26/11/2013,REPAS,€27,,
Laboratoires Lohmann & Rauscher,Pharmacien,TRIGER NATHALIE,07/02/2014,REPAS,€29,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BERTHE Paul,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BERTHE Paul,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BOURZAT SANDRINE,12/12/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BOURZAT SANDRINE,12/12/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BOUYSSOU Philippe,30/05/2014,TRANSPORT,€89,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BOUYSSOU Philippe,30/05/2014,HOSPITALITE,€70,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BOUYSSOU Philippe,30/05/2014,HEBERGEMENT,€395,,
LABORATOIRES MAYOLY SPINDLER,Médecin,Bouyssou Pierre Philippe,21/06/2014,TRANSPORT,€325,,
LABORATOIRES MAYOLY SPINDLER,Médecin,Bouyssou Pierre Philippe,21/06/2014,HOSPITALITE,€125,,
LABORATOIRES MAYOLY SPINDLER,Médecin,Bouyssou Pierre Philippe,21/06/2014,HEBERGEMENT,€190,,
LABORATOIRES MAYOLY SPINDLER,Médecin,COUPERIE Georges,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LAOKPESSI AKLESSO,12/12/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LAPLANE BERTRAND,12/12/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MISSONNIER GILLES,12/12/2013,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,PORTE Patrick,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,POULINGEAS Laurent,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,ROBOREL DE CLIMENS Jean theobald,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,ROUVELOUP TRONCHE Francoise,11/04/2014,HOSPITALITE,€45,,
LABORATOIRES MAYOLY SPINDLER,Médecin,ROYER BERNARD,11/04/2014,HOSPITALITE,€45,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,CHAVANEL X,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,CHAVANEL X,13/02/2014,HOSPITALITE,€50,,
LABORATOIRES NIGY,Pharmacien,DA SILVA NATHALIE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,JUGIE EMELINE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,JUGIE EMELINE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,KHADER HANANE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,KHADER HANANE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,LAVERGNE ADELINE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,MADELAINE FLORENCE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,NEYCENSAS GWENDOLINE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,SOLEILHAVOUP LAETITIA,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,TEMSOURY BENEDICTE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,THOMAS LAETITIA,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,THOMAS LAETITIA,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Pharmacien,VERGNON ELODIE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DA SILVA NATHALIE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAVERGNE ADELINE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MADELAINE FLORENCE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,NEYCENSAS GWENDOLINE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SOLEILHAVOUP LAETITIA,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TEMSOURY BENEDICTE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES NIGY,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VERGNON ELODIE,23/10/2013,HOSPITALITE,€27,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,COLINET DE GRAEVE MARIE CLAUDE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,CREMOUX GILBERTE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,LABROUSSE JEAN LOUIS,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,VERBIER NANEIX CHRISTINE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,BOURRILLON-BOURET NATHALIE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,BOURRILLON-BOURET NATHALIE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MACHAT CHRISTINE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MARTIN MARIANNE,25/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,POULVELARIE AURELIE,25/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,POULVELARIE AURELIE,25/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,BRUGEAT MURIELLE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,CAYOL MURIEL,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,VIALLE VERONIQUE,01/12/2013,CADEAUX,€15,,
Laboratoires THEA,Etudiant,BOIVIN LAETICIA,23/01/2014,REPAS,€55,,
Laboratoires THEA,Etudiant,PELINARD LOUIS,14/04/2014,REPAS,€17,,
Laboratoires THEA,Médecin,BILLOT CLAUDINE,23/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,BOIVIN LAETITIA,14/04/2014,REPAS,€17,,
Laboratoires THEA,Médecin,BROUSSEAUD FRANCOIS-XAVIER,23/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,GAUTIER DOMINIQUE,23/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,GIRAUNIE SOULACROUP MARIE-CHRISTINE,23/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,LIOZON PATRICK,23/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,PELINARD LOUIS,16/01/2014,REPAS,€48,,
Laboratoires THEA,Médecin,SERVANTIE REMI,23/01/2014,REPAS,€55,,
LABORATOIRES URGO,Infirmier,BERTRAND VALERIE,22/10/2013,REPAS,€17,,
LABORATOIRES URGO,Infirmier,BERTRAND Valérie,28/03/2014,Repas,€25,,
LABORATOIRES URGO,Pharmacien,BEAULIEU FLORENCE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Pharmacien,BEAULIEU PHILIPPE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Pharmacien,BOUTOT Myreille,03/01/2014,repas,€30,,
LABORATOIRES URGO,Pharmacien,HANANE KHADER,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Pharmacien,JUGIE EMELINE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Pharmacien,ROBIN François,03/01/2014,repas,€30,,
LABORATOIRES URGO,Pharmacien,SEGUY Benoit,03/01/2014,repas,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOUGEREL MIREILLE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GOUVERNEUR Marine,03/01/2014,repas,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LLAURO AMANDINE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MADELEINE FLORENCE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,NEYCENSAS GWENDOLINE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,THOMAZ LAETITIA,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VERGNON ELODIE,03/12/2013,REPAS,€30,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIEILLETOILE Bernadette,03/01/2014,repas,€30,,
Labvoratoire CHAUVIN,Médecin,BROUSSEAU FRANCOIS XAVIER,18/10/2013,REPAS,€57,,
Labvoratoire CHAUVIN,Médecin,BROUSSEAU FRANCOIS XAVIER,19/10/2013,REPAS,€35,,
Labvoratoire CHAUVIN,Médecin,BROUSSEAU FRANCOIS XAVIER,19/10/2013,REPAS,€54,,
Labvoratoire CHAUVIN,Médecin,BROUSSEAU FRANCOIS XAVIER,19/10/2013,HEBERGEMENT [2 nuits],€304,,
LEO Pharma,Association professionnel de santé,ASSOCIATION CORREZIENNE D'INFORMATION DERMATOLOGIQUE ET D'ECHANGES SCIENTIFIQUES,02/04/2014,DONS DE FONCTIONNEMENT,€900,,
LEO Pharma,Association professionnel de santé,ASSOCIATION DES UROLOGUES DE L'HOPITAL DE BRIVE,13/05/2014,DONS DE FONCTIONNEMENT,€500,,
LEO Pharma,Etudiant,CHASSANG THOMAS,04/12/2013,REPAS,€29,,
LEO Pharma,Médecin,BRUGUIER MURIEL,24/09/2013,REPAS,€50,,
LEO Pharma,Médecin,CHASTANG ANNE,30/01/2014,REPAS,€35,,
LEO Pharma,Médecin,CHASTANG ANNE,26/03/2014,REPAS,€50,,
LEO Pharma,Médecin,CHASTANG FREDERIC,26/03/2014,REPAS,€50,,
LEO Pharma,Médecin,CHASTANG FREDERIC,30/01/2014,REPAS,€35,,
LEO Pharma,Médecin,CHEVRIER CATHERINE,24/09/2013,REPAS,€50,,
LEO Pharma,Médecin,CHEVRIER CATHERINE,16/04/2014,REPAS,€38,,
LEO Pharma,Médecin,CHEVRIER CATHERINE,05/06/2014,REPAS,€36,,
LEO Pharma,Médecin,CHEVRIER CATHERINE,29/01/2014,REPAS,€60,,
LEO Pharma,Médecin,CHEVRIER CATHERINE,20/05/2014,REPAS,€60,,
LEO Pharma,Médecin,ESPALIAT ERIC,17/10/2013,REPAS,€41,,
LEO Pharma,Médecin,ESPALIAT ERIC,21/01/2014,REPAS,€50,,
LEO Pharma,Médecin,ESPINASSOUZE FRANCOIS,24/09/2013,REPAS,€50,,
LEO Pharma,Médecin,ESPINASSOUZE FRANCOIS,20/05/2014,REPAS,€60,,
LEO Pharma,Médecin,ESPINASSOUZE FRANCOIS,29/01/2014,REPAS,€60,,
LEO Pharma,Médecin,ESPINASSOUZE FRANCOIS,19/02/2014,REPAS,€48,,
LEO Pharma,Médecin,ESPINASSOUZE FRANCOIS,24/09/2013,REPAS,€50,,
LEO Pharma,Médecin,GUILLAUMONT VERONIQUE,26/03/2014,REPAS,€50,,
LEO Pharma,Médecin,JABOUR WAIL,11/02/2014,HOSPITALITE,"€1,384",,
LEO Pharma,Médecin,JABOUR Wail,11/02/2014,Transport,€208,,
LEO Pharma,Médecin,JABOUR Wail,11/02/2014,Hébergement,€576,,
LEO Pharma,Médecin,JABOUR Wail,11/02/2014,Inscription,€600,,
LEO Pharma,Médecin,LABROUSSE JEAN LOUIS,16/04/2014,REPAS,€38,,
LEO Pharma,Médecin,LABROUSSE JEAN LOUIS,20/05/2014,REPAS,€60,,
LEO Pharma,Médecin,LACROIX ALAIN,17/10/2013,REPAS,€41,,
LEO Pharma,Médecin,LACROIX ALAIN,21/01/2014,REPAS,€50,,
LEO Pharma,Médecin,MAGHIA REMI,01/06/2014,Hébergement,€200,,
LEO Pharma,Médecin,MAGHIA REMI,19/02/2014,REPAS,€48,,
LEO Pharma,Médecin,MAGHIA REMI,01/06/2014,Repas,€18,,
LEO Pharma,Médecin,MAGHIA REMI,16/04/2014,REPAS,€38,,
LEO Pharma,Médecin,MAGHIA REMI,21/11/2013,HOSPITALITE,€577,,
LEO Pharma,Médecin,MAGHIA REMI,10/03/2014,HOSPITALITE,€323,,
LEO Pharma,Médecin,MAGHIA REMI,21/11/2013,HOSPITALITE,€20,,
LEO Pharma,Médecin,MAGHIA REMI,10/03/2014,HEBERGEMENT,"€1,549",,
LEO Pharma,Médecin,MAGHIA REMI,21/11/2013,HOSPITALITE,€52,,
LEO Pharma,Médecin,MAGHIA REMI,28/03/2014,REPAS,€33,,
LEO Pharma,Médecin,MAGHIA REMI,01/06/2014,Transport,€25,,
LEO Pharma,Médecin,MAGHIA REMI,10/03/2014,TRANSPORT,"€3,620",,
LEO Pharma,Médecin,MAGHIA REMI,01/06/2014,Repas,€62,,
LEO Pharma,Médecin,MAGHIA REMI,20/05/2014,REPAS,€60,,
LEO Pharma,Médecin,MAGHIA REMI,31/05/2014,Repas,€197,,
LEO Pharma,Médecin,MAGHIA REMI,10/03/2014,AUTRE : INSCRIPTION,"€1,267",,
LEO Pharma,Médecin,MAGHIA REMI,31/05/2014,Transport,€21,,
LEO Pharma,Médecin,MAGHIA REMI,05/06/2014,REPAS,€58,,
LEO Pharma,Médecin,MAGHIA REMI,31/05/2014,Hébergement,€300,,
LEO Pharma,Médecin,MAGHIA REMI,10/06/2014,REPAS,€44,,
LEO Pharma,Médecin,MAGHIA REMI,24/09/2013,REPAS,€50,,
LEO Pharma,Médecin,MAGHIA REMI,01/06/2014,Transport,"€4,440",,
LEO Pharma,Médecin,MAGHIA REMI,28/06/2013,REPAS,€60,,
LEO Pharma,Médecin,MIANE BERTRAND,21/01/2014,REPAS,€50,,
LEO Pharma,Médecin,MIANE BERTRAND,17/10/2013,REPAS,€41,,
LEO Pharma,Médecin,POSTIL FRANCOIS ANNABEL,09/04/2014,REPAS,€60,,
LEO Pharma,Médecin,POSTIL FRANCOIS ANNABEL,21/01/2014,REPAS,€50,,
LEO Pharma,Médecin,SCHUE PATRICK,17/10/2013,REPAS,€41,,
LEO Pharma,Médecin,SCHUE PATRICK,21/01/2014,REPAS,€50,,
LEO Pharma,Pharmacien,PASQUET ROCHE FRANCOISE,29/01/2014,REPAS,€39,,
LES LABORATOIRES SERVIER,Médecin,BERTHE PAUL,16/07/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CIGANA ANDRE,11/06/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CIGANA ANDRE,12/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,CIGANA ANDRE,24/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CIGANA SYLVIE,11/06/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CIGANA SYLVIE,12/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,CIGANA SYLVIE,24/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DESBREST PHILIPPE,17/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LACROIX ALAIN,01/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LACROIX ALAIN,21/02/2014,Hébergement,€160,,
LES LABORATOIRES SERVIER,Médecin,LACROIX ALAIN,21/02/2014,Autre : Inscription,€325,,
LES LABORATOIRES SERVIER,Médecin,LACROIX ALAIN,21/02/2014,Transport,"€1,118",,
LES LABORATOIRES SERVIER,Médecin,LACROIX ALAIN,21/02/2014,Repas,€71,,
LES LABORATOIRES SERVIER,Médecin,LACROIX ALAIN,27/03/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,LAPEYRE ALAIN,11/06/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LAPEYRE ALAIN,17/04/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,LAPEYRE ALAIN,12/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LOPEZ STEPHANIE,06/02/2014,Hébergement,€220,,
LES LABORATOIRES SERVIER,Médecin,LOPEZ STEPHANIE,06/02/2014,Transport,€128,,
