3M France,Chirurgien-dentiste,SAULUE PAUL,18/01/2014,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,18/04/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,12/09/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,29/11/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,30/09/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,11/07/2013,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,06/06/2012,Hospitalité,€18,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,25/04/2013,Hospitalite,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,16/04/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,28/02/2013,Hospitalite,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,20/06/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARRAILH CLAUDE,13/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARRE FELIX ISABELLE,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARRE FELIX ISABELLE,15/04/2013,Hospitalite,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,04/12/2012,Inscription,€360,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,04/12/2012,Hospitalité,"€2,814",,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,07/02/2012,Hospitalité,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,01/03/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,17/06/2013,Hospitalite,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,13/02/2013,Hospitalite,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,15/04/2013,Hospitalite,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD OLIVIER,04/12/2012,Inscription,€360,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERTHOUX MARIE LAURENCE,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BISQUEY VINCENT,17/12/2012,Hospitalité,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOURDEAU BERTRAND,14/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER CECILE,03/04/2013,Hospitalite,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER CECILE,06/02/2014,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER CECILE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,20/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,17/07/2013,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,23/03/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,26/06/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,21/09/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER PIERRE LUC,01/03/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRUGEL GERARD,10/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRUGEL GERARD,13/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRUGEL GERARD,27/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRUGEL GERARD,03/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRUGEL GERARD,20/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CAUCHOIS ADELA,15/04/2013,Hospitalite,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CAUCHOIS ADELA,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,05/07/2013,REPAS,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,17/09/2013,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,17/07/2013,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,26/03/2014,REPAS,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,07/02/2013,Hospitalite,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,06/03/2014,REPAS,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,11/02/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,21/06/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,26/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,26/06/2013,Inscription,€520,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,01/03/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,28/03/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,01/03/2013,Hospitalite,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,01/03/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,11/02/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,26/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,04/10/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,29/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,26/06/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,18/11/2013,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAABAN IMAD EDDINE,20/12/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHABOUSSOU JEAN PIERRE,17/10/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHABOUSSOU JEAN PIERRE,12/10/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHABOUSSOU JEAN PIERRE,06/02/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHABOUSSOU JEAN PIERRE,08/03/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHABOUSSOU JEAN PIERRE,05/09/2013,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHABOUSSOU JEAN PIERRE,22/08/2013,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,26/03/2014,REPAS,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,06/02/2014,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,18/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,17/04/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,17/10/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,05/04/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,17/07/2013,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHELLIER MARC,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,29/11/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,30/09/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,11/07/2013,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,25/06/2013,Hospitalite,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,05/02/2013,Inscription,€220,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,05/02/2013,Hospitalite,€920,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,20/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,26/02/2014,REPAS,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,12/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,30/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,05/02/2013,Transport,€296,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,05/02/2013,Hospitalite,€138,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,07/02/2013,Hospitalite,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,29/08/2012,Hospitalité,€534,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,26/06/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,06/06/2012,Hospitalité,€18,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,30/09/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUVILLIER XAVIER,11/07/2013,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DEBATS PIERRE ALBERT,02/06/2012,Hospitalité,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELARD JEAN CHRISTOPHE,03/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELARD JEAN CHRISTOPHE,20/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELARD JEAN CHRISTOPHE,10/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELARD JEAN CHRISTOPHE,27/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ESCULPAVIT LOIC,06/10/2012,Hospitalité,€203,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,13/02/2013,Hospitalite,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,15/04/2013,Hospitalite,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,17/06/2013,Hospitalite,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,07/02/2012,Hospitalité,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,01/03/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,28/09/2012,Inscription,€600,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,28/09/2012,Hospitalité,"€1,513",,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,03/01/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FAGOT THIERRY,28/09/2012,Transport,€205,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FARJON LAURE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,14/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,14/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,14/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,20/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,12/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,01/03/2013,Transport,€528,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,20/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,26/06/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,30/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,01/03/2013,Hospitalite,€166,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,02/03/2013,Hospitalite,€64,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIATTE PHILIPPE,25/06/2013,Hospitalite,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,18/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,26/03/2014,REPAS,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,06/02/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,17/04/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,17/10/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,17/07/2013,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GATT HUBERT,05/04/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GIRARD ALAIN,14/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HERMAN ANDRE,06/02/2014,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HERMAN ANDRE,10/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HERMAN ANDRE,17/07/2013,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HERMAN ANDRE,14/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HERMAN ANDRE,18/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HERMAN ANDRE,17/10/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LABBE BEATRICE,08/03/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARRIEU JEAN LOUIS,14/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARRIEU JEAN LOUIS,03/04/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARRIEU JEAN LOUIS,18/12/2013,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARRIEU JEAN LOUIS,05/06/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARRIEU JEAN LOUIS,14/03/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARRIEU JEAN LOUIS,16/01/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOISILLON FRANCK,17/09/2013,REPAS,€33,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOISILLON FRANCK,18/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOISILLON FRANCK,20/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOISILLON FRANCK,06/02/2014,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARAUD BERNADETTE,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,21/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,11/02/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,26/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,17/09/2013,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,28/03/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,11/02/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,26/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,26/06/2013,Inscription,€520,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,05/07/2013,REPAS,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,01/03/2013,Hospitalite,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,20/12/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,08/11/2012,Hospitalité,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,18/11/2013,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,26/03/2014,REPAS,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,21/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,21/03/2012,Hospitalité,€636,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN THEVENOT MONIQUE,29/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERCIER YVES,27/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERCIER YVES,08/02/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERCIER YVES,20/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERCIER YVES,03/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERCIER YVES,08/02/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERCIER YVES,20/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,26/06/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,06/03/2014,REPAS,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,29/08/2012,Transport,€109,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,11/02/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,26/06/2013,Inscription,€520,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,29/08/2012,Inscription,€480,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,08/11/2012,Hospitalité,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,29/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,21/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOUNAC CAZALS MURIEL,29/08/2012,Hospitalité,€400,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAGES MARC,19/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAOLINI BRUNO,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAOLINI BRUNO,23/03/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAOLINI BRUNO,26/06/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAOLINI BRUNO,21/09/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAOLINI BRUNO,01/03/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PEDESPAN BERNARD,18/12/2013,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PEDESPAN BERNARD,05/06/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PEDESPAN BERNARD,14/03/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PEDESPAN BERNARD,05/06/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PEDESPAN BERNARD,16/01/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PEDESPAN BERNARD,03/04/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGEAUD PHILIPPE,18/04/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,POIZAC PASCALE,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROGER MICHELE,20/06/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SARRAZIN CHRISTINE,08/11/2012,Hospitalité,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SARRAZIN CHRISTINE,21/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEHABIAGUE JOEL,26/06/2013,Inscription,€520,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEHABIAGUE JOEL,21/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEHABIAGUE JOEL,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEHABIAGUE JOEL,28/03/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SERVETO GEORGES,08/03/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEVERAC PASCAL,17/07/2013,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEVERAC PASCAL,14/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEVERAC PASCAL,10/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TUSTES RENE,14/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TUSTES RENE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WANGERMEZ AGNES,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,CORNIER LAURENCE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,DESCOMPS CELINE,10/07/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,FREGEVILLE STEPHANE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,GOMEZ NICOLE,29/03/2012,Transport,€383,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,GOMEZ NICOLE,29/03/2012,Hospitalité,€253,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,NADAUD MICHEL,21/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,TREMON CORINNE,05/07/2012,Hospitalité,€50,,
LABORATOIRE JALDES,Médecin,Aftimos Joseph,22/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Cazals Muriel,30/09/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Cazals Muriel,25/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Frerot Isabelle,12/07/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Frerot Isabelle,12/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Frerot Isabelle,25/11/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Frerot Isabelle,25/11/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Martin-Thevenot Monique,30/09/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Martin-Thevenot Monique,18/12/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE NOVEX PHARMA,Médecin,BERNARD OLIVIER,26/11/2012,Repas,€28,,
LABORATOIRE NOVEX PHARMA,Médecin,BERNARD OLIVIER,25/01/2012,Autre : [ PRISE EN CHARGE CONGRES ],"€2,245",,
LABORATOIRE NOVEX PHARMA,Médecin,BERNARD OLIVIER,25/01/2012,Transport,€384,,
LABORATOIRE NOVEX PHARMA,Médecin,FAGOT THIERRY,26/11/2012,Repas,€28,,
LABORATOIRES ALCON,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,12/02/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,BURNY SYLVIE,12/02/2014,Repas,€60,,
