AbbVie,Médecin,DESURMONT PHILIPPE,04/02/2014,REPAS,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CAYET PIERRE,08/04/2014,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,CAYET PIERRE,16/11/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GENTINA THIBAUT,20/09/2012,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,HODE ELISABETH,30/05/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,JACQUEMART THIERRY,08/10/2012,Restauration,€10,,
PIERRE FABRE MEDICAMENT,Médecin,KOZAK JEROME,05/11/2013,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,KOZAK JEROME,07/01/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,KOZAK JEROME,05/03/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,KOZAK JEROME,24/06/2014,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,LEBRUN PHILIPPE,15/11/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,PANNEQUIN CATHERINE,06/06/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,PANNEQUIN CATHERINE,16/02/2012,Restauration,€48,,
PIERRE FABRE MEDICAMENT,Médecin,PANNEQUIN CATHERINE,23/02/2012,Restauration,€55,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT DOMINIQUE,05/11/2013,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT DOMINIQUE,07/01/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT DOMINIQUE,05/03/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT DOMINIQUE,15/01/2013,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT DOMINIQUE,24/06/2014,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,POISSONNIER GEORGES,07/01/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,POISSONNIER GEORGES,15/10/2013,RESTAURATION,€38,,
PIERRE FABRE MEDICAMENT,Médecin,POISSONNIER GEORGES,20/09/2012,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,POISSONNIER GEORGES,30/04/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,POISSONNIER GEORGES,30/04/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,PORICHE FREDERIC,15/11/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,PORICHE FREDERIC,20/02/2014,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,PORICHE FREDERIC,08/04/2014,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,TAREL JEAN LUC,16/11/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,TAREL JEAN LUC,15/11/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,TAREL JEAN LUC,20/09/2012,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,TAREL JEAN LUC,08/04/2014,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,WESTCOTT SALOMON CATHERINE,16/11/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,WESTCOTT SALOMON CATHERINE,30/04/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Pharmacien,VANPOULLE BERTRAND,04/09/2013,RESTAURATION,€24,,
PIERRE FABRE MEDICAMENT,Pharmacien,VANPOULLE BERTRAND,17/02/2012,Restauration,€18,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,DELAUNOY Christian,27/03/2014,REPAS,€31,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,LEPERS Jean Philippe,27/03/2014,REPAS,€31,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,LEPERS Valerie,27/03/2014,REPAS,€31,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,WATINE Philippe,27/03/2014,REPAS,€31,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,WATINE Philippe,27/03/2014,INVITATION,€11,,
Prodition,Audioprothésiste,JANSSEN MARIE-SOPHIE,17/06/2014,Cadeaux,€15,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,26/03/2014,REPAS,€36,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,12/05/2014,REPAS,€38,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,24/10/2013,REPAS,€33,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,04/06/2014,HOSPITALITE,"€1,470",,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,12/05/2014,REPAS,€38,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,26/03/2014,REPAS,€36,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,03/02/2014,REPAS,€49,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,20/01/2014,REPAS,€35,,
PROTHEOS SA,Médecin,QUIEVREUX PHILIPPE,02/09/2013,REPAS,€46,,
RESEARCH NOW SAS,Médecin,DURETZ PATRICK,22/09/2013,enquête,€19,,
RESEARCH NOW SAS,Médecin,GUICHARD ROBERT ROBERT,21/09/2013,enquête,€19,,
RESEARCH NOW SAS,Médecin,laurans caroline,23/09/2013,enquête,€19,,
RESEARCH NOW SAS,Médecin,mesnil pierre,30/01/2013,enquête,€23,,
RESEARCH NOW SAS,Médecin,Vermersch Patrick,20/09/2013,enquête,€19,,
RESMED SAS,Médecin,GENTINA THIBAUT,10/02/2014,Repas,€50,,
RESMED SAS,Médecin,GENTINA THIBAUT,22/04/2014,Repas,€30,,
RESMED SAS,Médecin,GENTINA THIBAUT,24/03/2014,Repas,€30,,
RIVORTHO,Médecin,LAFFARGUE PHILIPPE,20/04/2013,TRANSPORT,€23,,
RIVORTHO,Médecin,LAFFARGUE PHILIPPE,20/04/2013,TRANSPORT,€30,,
RIVORTHO,Médecin,LAFFARGUE PHILIPPE,20/04/2013,TRANSPORT,€257,,
RIVORTHO,Médecin,PINOIT YANNICK,20/12/2012,TRANSPORT,€228,,
RIVORTHO,Médecin,PINOIT YANNICK,21/03/2013,REPAS,€20,,
RIVORTHO,Médecin,PINOIT YANNICK,04/02/2013,REPAS,€37,,
RIVORTHO,Médecin,ROUMAZEILLE BERTRAND,04/02/2013,REPAS,€37,,
ROCHE DIAGNOSTICS FRANCE,Association professionnel de santé,DIAMENORD,06/12/2013,AUTRE,"€2,000",,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,CRETEUR PHILIPPE,27/03/2014,REPAS,€48,,
ROCHE SAS,Médecin,CODRON FRANCOIS,23/05/2014,Repas,€21,,
ROCHE SAS,Médecin,DELACROIX HERVE,23/07/2013,Repas,€28,,
ROCHE SAS,Médecin,DHARANCY SEBASTIEN,31/01/2013,Transport,€162,,
ROCHE SAS,Médecin,DHARANCY SEBASTIEN,31/01/2013,Hébergement,€221,,
ROCHE SAS,Médecin,DHARANCY SEBASTIEN,31/01/2013,Restauration,€290,,
ROCHE SAS,Médecin,DHARANCY SEBASTIEN,01/02/2013,Restauration,€195,,
ROCHE SAS,Médecin,HEUCLIN HIAULT CATHERINE,15/05/2014,Repas,€25,,
ROCHE SAS,Médecin,JOUNIEAUX FRANCOIS,07/02/2014,Repas,€20,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,06/09/2013,Repas,€15,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,25/09/2013,Hébergement,€200,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,24/09/2013,Transport,€226,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,24/09/2013,Transport,€44,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,24/09/2013,Transport,€13,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,24/09/2013,Transport,€16,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,24/09/2013,Inscription,€380,,
ROCHE SAS,Médecin,LAMBLIN DEGROS CATHERINE,24/09/2013,Hébergement,€200,,
ROCHE SAS,Médecin,MENSIER ERIC,23/05/2014,Repas,€21,,
ROCHE SAS,Médecin,MENSIER ERIC,07/02/2014,Repas,€20,,
ROCHE SAS,Médecin,MENSIER ERIC,13/03/2014,Repas,€18,,
ROCHE SAS,Médecin,MENSIER ERIC,10/01/2014,Repas,€21,,
ROCHE SAS,Médecin,MENSIER ERIC,06/05/2014,Repas,€23,,
ROCHE SAS,Médecin,VAILLANT ERIC,05/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,VAILLANT ERIC,05/07/2013,Repas,€60,,
ROCHE SAS,Médecin,VAILLANT ERIC,04/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,VAILLANT ERIC,03/07/2013,Transport,€311,,
ROCHE SAS,Médecin,VAILLANT ERIC,03/07/2013,Inscription,€615,,
ROCHE SAS,Médecin,VAILLANT ERIC,03/07/2013,Hébergement,€231,,
ROCHE SAS,Médecin,VAILLANT ERIC,03/07/2013,Repas,€60,,
ROCHE SAS,Médecin,VAILLANT ERIC,25/06/2014,Inscription,€615,,
ROCHE SAS,Médecin,VAILLANT ERIC,25/06/2014,Repas,€115,,
ROCHE SAS,Médecin,VAILLANT ERIC,25/06/2014,Transport,€608,,
ROCHE SAS,Médecin,VAILLANT ERIC,07/01/2014,Repas,€36,,
ROCHE SAS,Médecin,VAILLANT ERIC,04/07/2013,Repas,€55,,
ROCHE SAS,Médecin,VAILLANT ERIC,17/02/2014,Repas,€26,,
ROCHE SAS,Médecin,VAILLANT ERIC,25/06/2014,HÃ©bergement,€356,,
ROCHE SAS,Médecin,VAILLANT ERIC,06/05/2014,Repas,€23,,
ROCHE SAS,Médecin,VAILLANT ERIC,04/07/2013,Repas,€55,,
ROCHE SAS,Médecin,WATINE OLIVIER,15/05/2014,Repas,€22,,
ROTTAPHARM SAS,Médecin,BOUQUET YVES,18/06/2013,DEJEUNER,€29,,
ROTTAPHARM SAS,Médecin,CAYET PIERRE,15/10/2013,DEJEUNER,€32,,
ROTTAPHARM SAS,Médecin,MARX JACQUES,04/07/2013,SOIREE,€55,,
ROTTAPHARM SAS,Médecin,MARX JACQUES,09/10/2013,SOIREE,€44,,
ROTTAPHARM SAS,Médecin,POISSONNIER GEORGES,18/06/2013,DEJEUNER,€29,,
ROTTAPHARM SAS,Médecin,PORICHE FREDERIC,15/10/2013,DEJEUNER,€32,,
ROTTAPHARM SAS,Médecin,TAREL JEAN LUC,15/10/2013,AUTRE: DEJEUNER,€32,,
SANOFI AVENTIS FRANCE,Infirmier,ROUSSEAUX FREDERIQUE,07/11/2013,Restauration,€33,,
SANOFI AVENTIS FRANCE,Médecin,AUITI MARINE,09/07/2013,Restauration,€32,,
SANOFI AVENTIS FRANCE,Médecin,BOITEL LAETITIA,23/09/2013,Restauration,€22,,
SANOFI AVENTIS FRANCE,Médecin,BOUQUET YVES,26/11/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,BOUQUET YVES,25/03/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,BRION CHARLOTTE,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Médecin,BRION CHARLOTTE,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Médecin,CARETTE MARGAUX,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Médecin,CARETTE MARGAUX,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Médecin,CARETTE MATHILDE,17/09/2013,Restauration,€31,,
SANOFI AVENTIS FRANCE,Médecin,CAYET PIERRE,27/05/2014,Repas,€39,,
SANOFI AVENTIS FRANCE,Médecin,CHOQUENET SYLVIE,17/09/2013,Restauration,€31,,
SANOFI AVENTIS FRANCE,Médecin,DEBONNE MATTHIEU,12/09/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,DEBONNE MATTHIEU,26/11/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,DEBONNE MATTHIEU,07/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,DEBONNE MATTHIEU,25/03/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,DEBONNE MATTHIEU,03/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,DELACROIX HERVE,15/07/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,DUMOULIN ANNE LAURE,25/07/2013,Restauration,€29,,
SANOFI AVENTIS FRANCE,Médecin,KOENIG PHILIPPE,02/07/2013,Restauration,€30,,
SANOFI AVENTIS FRANCE,Médecin,KOENIG PHILIPPE,14/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,KOZAK JEROME,05/11/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,LAFFARGUE PHILIPPE,05/11/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,LAFFARGUE PHILIPPE,07/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,LEBRUN PHILIPPE,25/03/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,LEBRUN PHILIPPE,05/11/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,MENSIER ERIC,17/12/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,PINOIT YANNICK,25/03/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,POISSONNIER GEORGES,26/11/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,PORICHE FREDERIC,19/12/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,PORICHE FREDERIC,22/05/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Médecin,PORICHE FREDERIC,19/12/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,PORICHE FREDERIC,22/05/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Médecin,TAREL JEAN LUC,27/05/2014,Repas,€39,,
SANOFI AVENTIS FRANCE,Médecin,VAILLANT ERIC,15/07/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,VAILLANT ERIC,20/08/2013,Restauration,€17,,
SANOFI AVENTIS FRANCE,Médecin,VERMELLE THERESE,09/07/2013,Restauration,€32,,
SANOFI AVENTIS FRANCE,Médecin,WATINE OLIVIER,09/09/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,WATINE OLIVIER,26/05/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,WESTCOTT SALOMON CATHERINE,27/05/2014,Repas,€39,,
SANOFI AVENTIS FRANCE,Pharmacien,CRETEUR PHILIPPE,23/04/2014,Repas,€38,,
SANOFI AVENTIS FRANCE,Pharmacien,CRETEUR PHILIPPE,20/05/2014,Repas,€23,,
SANOFI AVENTIS FRANCE,Pharmacien,DORMEGNIE VERONIQUE,09/07/2013,Restauration,€32,,
SANOFI AVENTIS FRANCE,Pharmacien,DRAIER JULIA,13/05/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Pharmacien,DRAIER JULIA,23/09/2013,Restauration,€22,,
SANOFI AVENTIS FRANCE,Pharmacien,DRAIER JULIA,12/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,FRYS JACQUELINE,24/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,GELEZ NATHALIE,24/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,LICETTE BRUNO,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Pharmacien,LICETTE BRUNO,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Pharmacien,MALLENGIER JEAN LOUIS,24/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,MANGIN ANNE,24/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,RZEPKA ANNE SOPHIE,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Pharmacien,RZEPKA ANNE SOPHIE,01/10/2013,Restauration,€10,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,22/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,16/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,24/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,03/03/2014,Repas,€38,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,04/07/2013,Restauration,€38,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,26/03/2014,Repas,€24,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,26/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,12/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,23/09/2013,Restauration,€22,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,26/03/2014,Repas,€24,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,25/06/2014,Repas,€25,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,30/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,14/02/2014,Repas,€25,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,02/04/2014,Repas,€26,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,26/03/2014,Repas,€24,,
SANOFI AVENTIS FRANCE,Pharmacien,SYSSAU PHILIPPE,10/07/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,VERRIER CATHERINE,25/07/2013,Restauration,€29,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DENAEGEL AUDREY,12/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DENAEGEL AUDREY,13/05/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HERMAN MARIE LAURE,12/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,POLLET CLAUDE,24/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RICHARD FANNY,24/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROUZIER BETTY,13/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,THEYS ISABELLE,13/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,THEYS ISABELLE,13/05/2014,Repas,€19,,
SANOFI PASTEUR MSD SNC,Médecin,LAVENU ANNE-MARIE,11/03/2014,Transport,€299,,
SANOFI PASTEUR MSD SNC,Médecin,LAVENU ANNE-MARIE,11/03/2014,Repas,€32,,
SANOFI PASTEUR MSD SNC,Médecin,LAVENU TALBOT ANNE MARIE,10/09/2013,Repas,€55,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,15/11/2013,Repas,€40,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,23/05/2014,Repas,€14,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,24/05/2014,Transport,€31,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,14/11/2013,Repas,€60,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,30/01/2014,Repas,€60,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,22/05/2014,Hébergement,€200,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,22/05/2014,Transport,€28,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,30/01/2014,Repas,€20,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,23/05/2014,Hébergement,€200,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,22/05/2014,Hébergement,€200,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,23/05/2014,Hébergement,€200,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,30/01/2014,Transport,€362,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,30/01/2014,Repas,€20,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,15/11/2013,Repas,€40,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,21/05/2014,Transport,€386,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,14/11/2013,Repas,€60,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,08/06/2013,Transport,€133,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,14/11/2013,Hébergement,€119,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,08/06/2013,Transport,€41,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,22/05/2014,Transport,€28,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,23/05/2014,Repas,€14,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,14/11/2013,Repas,€45,,
SANOFI PASTEUR MSD SNC,Médecin,MARX JACQUES,22/05/2014,Repas,€60,,
SEPTODONT SAS,Chirurgien-dentiste,PIECQ JEAN-CLAUDE,08/03/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,PIECQ Jean-Claude,07/02/2013,Cadeaux,€144,,
SEPTODONT SAS,Etudiant,AUCOURT ANTOINE,19/12/2013,Cadeaux,€19,,
SERF,Médecin,LAFFARGUE PHILIPPE,04/01/2013,REPAS,€29,,
SERF,Médecin,PINOIT YANNICK,20/03/2013,REPAS,€35,,
SIEMENS AUDIOLOGIE,Audioprothésiste,LELEU OPHELIE,07/02/2014,REPAS,€12,,
Smith & Nephew S.A.S.,Médecin,BEHAGUE DANIEL,03/09/2013,REPAS,€30,,
Smith & Nephew S.A.S.,Médecin,KOZAK JEROME,22/10/2013,REPAS,€39,,
Smith & Nephew S.A.S.,Médecin,LAFFARGUE PHILIPPE,07/12/2013,HEBERGEMENT,€408,,
Smith & Nephew S.A.S.,Médecin,LAFFARGUE PHILIPPE,07/12/2013,TRANSPORT,€228,,
Smith & Nephew S.A.S.,Médecin,LE RUE OLIVIER,13/01/2014,TRANSPORT,€121,,
Smith & Nephew S.A.S.,Médecin,LE RUE OLIVIER,13/01/2014,HEBERGEMENT,€205,,
Smith & Nephew S.A.S.,Médecin,PETIT DOMINIQUE,22/10/2013,REPAS,€39,,
Smith & Nephew S.A.S.,Médecin,PETIT DOMINIQUE,03/09/2013,REPAS,€30,,
Smith & Nephew S.A.S.,Médecin,PINOIT YANNICK,07/12/2013,TRANSPORT,€534,,
Smith & Nephew S.A.S.,Médecin,PINOIT YANNICK,05/12/2013,REPAS,€43,,
Smith & Nephew S.A.S.,Médecin,PINOIT YANNICK,07/12/2013,HEBERGEMENT,€272,,
Smith & Nephew S.A.S.,Médecin,PINOIT YANNICK,11/03/2014,REPAS,€53,,
Smith & Nephew S.A.S.,Médecin,THELU CHARLES-EDOUARD,11/06/2014,REPAS,€19,,
Smith & Nephew S.A.S.,Médecin,THELU CHARLES-EDOUARD,09/07/2013,REPAS,€17,,
SomnoMed France,Médecin,TISON CYRILLE,21/11/2013,Hebergement,€134,,
SomnoMed France,Médecin,TISON CYRILLE,22/11/2013,Hebergement,€134,,
SomnoMed France,Médecin,TISON CYRILLE,21/11/2013,Invitations,€330,,
SomnoMed France,Médecin,TISON CYRILLE,20/11/2013,Hebergement,€134,,
SomnoMed France,Médecin,TISON CYRILLE,22/11/2013,Repas,€31,,
SOS OXYGENE NORD JOLY MEDICAL,Médecin,SCHERPEREEL MICHEL,10/06/2014,Repas,€28,,
STALLERGENES SA,Médecin,GENTINA THIBEAUT,28/11/2013,REPAS,€60,,
STALLERGENES SA,Médecin,LAMBLIN DEGROS CATHERINE,28/11/2013,REPAS,€60,,
Takeda France,Médecin,DEBONNE Matthieu,17/12/2013,REPAS,€60,,
Takeda France,Médecin,KOENIG Philippe,17/12/2013,REPAS,€60,,
Takeda France,Médecin,KOENIG Philippe,12/06/2014,REPAS,€23,,
Takeda France,Médecin,KOENIG Philippe,20/03/2014,REPAS,€22,,
Takeda France,Médecin,KOENIG Philippe,28/04/2014,REPAS,€39,,
Takeda France,Médecin,KOENIG Philippe,18/04/2014,REPAS,€55,,
TEVA SANTE SAS,Médecin,BOUQUET YVES,18/02/2014,REPAS,€47,,
TEVA SANTE SAS,Médecin,BURETTE LEFEBVRE FREDERIQUE,13/06/2014,REPAS,€33,,
TEVA SANTE SAS,Médecin,LECLERCQ SFEZ MONELLE,26/11/2013,REPAS,€43,,
TEVA SANTE SAS,Médecin,POISSONNIER GEORGES,18/02/2014,REPAS,€47,,
TEVA SANTE SAS,Médecin,VANLERBERGHE DERVAUX KARINE,26/11/2013,REPAS,€43,,
THERABEL LUCIEN PHARMA,Médecin,BEHAGUE DANIEL,11/02/2014,REPAS,€40,,
THERABEL LUCIEN PHARMA,Médecin,BOUQUET YVES,13/04/2014,HOSPITALITE,€167,,
THERABEL LUCIEN PHARMA,Médecin,BOUQUET YVES,16/04/2013,REPAS,€35,,
THERABEL LUCIEN PHARMA,Médecin,BOUQUET YVES,12/04/2014,HOSPITALITE,€168,,
THERABEL LUCIEN PHARMA,Médecin,KOENIG PHILIPPE,11/03/2014,REPAS,€45,,
THERABEL LUCIEN PHARMA,Médecin,KOZAK JEROME,11/02/2014,REPAS,€40,,
THERABEL LUCIEN PHARMA,Médecin,KOZAK JEROME,13/05/2014,REPAS,€43,,
THERABEL LUCIEN PHARMA,Médecin,KOZAK JEROME,13/05/2014,REPAS,€43,,
THERABEL LUCIEN PHARMA,Médecin,PETIT DOMINIQUE,29/01/2013,REPAS,€52,,
THERABEL LUCIEN PHARMA,Médecin,PETIT DOMINIQUE,13/05/2014,REPAS,€43,,
THERABEL LUCIEN PHARMA,Médecin,PETIT DOMINIQUE,11/02/2014,REPAS,€40,,
THERABEL LUCIEN PHARMA,Médecin,POISSONNIER GEORGES,16/04/2013,REPAS,€35,,
THERABEL LUCIEN PHARMA,Médecin,POISSONNIER GEORGES,13/05/2014,REPAS,€43,,
THERABEL LUCIEN PHARMA,Médecin,POISSONNIER GEORGES,12/04/2014,HOSPITALITE,€168,,
THERABEL LUCIEN PHARMA,Médecin,POISSONNIER GEORGES,13/04/2014,HOSPITALITE,€167,,
THERABEL LUCIEN PHARMA,Médecin,POISSONNIER GEORGES,11/02/2014,REPAS,€40,,
THERABEL LUCIEN PHARMA,Médecin,WESTCOTT SALOMON CATHERINE,16/04/2013,REPAS,€35,,
TORNIER,Infirmier,CALVANUS RENEE MARIE,30/11/2013,Autre : Invit.Restaurant clients,€33,,
TORNIER,Infirmier,KOCUR SANDRA,31/01/2014,Autre : Invit.Restaurant clients,€14,,
TORNIER,Infirmier,KOCUR SANDRA,30/04/2014,Autre : Invit.Restaurant clients,€19,,
TORNIER,Médecin,BAUDSON HUBERT,30/11/2013,Autre : Invit.Restaurant clients,€33,,
