ABBOTT FRANCE,Pharmacien,ORAZI THOMAS,28/02/2014,REPAS,€17,,
ROTTAPHARM SAS,Médecin,TOUZERY DANIELLE,31/03/2012,Inscription,€220,,
SANOFI AVENTIS FRANCE,Médecin,AURENSAN SYLVIE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,BANULS SYLVIE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,BEAUMEL ANNIE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,02/07/2013,Restauration,€45,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,22/11/2013,Hébergement,€251,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,02/10/2013,Frais d'inscription à une réunion scientifique,€400,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,22/11/2013,Restauration,€144,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,02/10/2013,Transport,€235,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,02/10/2013,Restauration,€60,,
SANOFI AVENTIS FRANCE,Médecin,BERLANDIER NATHALIE,02/10/2013,Hébergement,€600,,
SANOFI AVENTIS FRANCE,Médecin,CONFAIS WALTON MARIE PAULE,18/02/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Médecin,CONFAIS WALTON MARIE PAULE,26/09/2013,Restauration,€13,,
SANOFI AVENTIS FRANCE,Médecin,CONFAIS WALTON MARIE PAULE,24/04/2014,Repas,€37,,
SANOFI AVENTIS FRANCE,Médecin,DRIDI RIMA,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,JREIDINI SAMI,26/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,JREIDINI SAMI,02/07/2013,Restauration,€45,,
SANOFI AVENTIS FRANCE,Médecin,SERVA HELENE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,VIDAL ISABELLE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,VIGOUROUX SANDRINE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,VINCELOT ANITA,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Pharmacien,BENGUIGUI ROLAND,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Pharmacien,CALVET NICOLAS,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Pharmacien,ORAZI CAROLINE,12/06/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Pharmacien,ORAZI DAMIEN,12/06/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Pharmacien,PONS FRANCOISE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Pharmacien,POUJOL JEAN PHILIPPE,09/07/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Pharmacien,WARNET MARIE HELENE,09/07/2013,Restauration,€54,,
SEPTODONT SAS,Chirurgien-dentiste,ROUSSEL DAVID,23/07/2013,Autre,€15,,
SIEMENS AUDIOLOGIE,Audioprothésiste,FALCHER PATRICE,28/04/2014,REPAS,€55,,
SIEMENS AUDIOLOGIE,Audioprothésiste,FALCHER PATRICE,04/02/2014,REPAS,€66,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,AURELSAN SYLVIE,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BANUYLS SYLVIE,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,POUJUL JEAN PHILIPPE,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SDEI SONIA,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SERVA HELENE,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VALENTIN MAGALI,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIDAL ISABELLE,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIGOUREUX SANDRINE,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VINCELOT ANITA,24/07/2013,HOSPITALITE,€20,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,WARNET MARIE ALINE,24/07/2013,HOSPITALITE,€20,,
STALLERGENES SA,Médecin,JACQUOT PUECH NICOLE,03/10/2013,REPAS,€340,,
STALLERGENES SA,Médecin,JACQUOT PUECH NICOLE,03/10/2013,HEBERGEMENT,€651,,
STALLERGENES SA,Médecin,JACQUOT PUECH NICOLE,03/10/2013,TRANSPORT,€177,,
STALLERGENES SA,Médecin,PUECH JACQUOT NICOLE,07/02/2014,REPAS,€60,,
STALLERGENES SA,Médecin,PUECH JACQUOT NICOLE,04/07/2013,REPAS,€52,,
STALLERGENES SA,Médecin,VACHER JEAN LUC,26/02/2014,REPAS,€55,,
St Jude Medical France SAS,Médecin,CARRA LAURENT,10/01/2014,Repas,€46,,
St Jude Medical France SAS,Médecin,FASSIER AUDE,10/01/2014,Repas,€46,,
Takeda France,Médecin,BOISSIER Jean paul,22/04/2014,REPAS,€40,,
Takeda France,Médecin,BOISSIER Jean paul,14/01/2014,REPAS,€21,,
Takeda France,Médecin,CONFAIS WALTON Marie paule,14/01/2014,REPAS,€21,,
Takeda France,Médecin,CONFAIS WALTON Marie paule,22/04/2014,REPAS,€40,,
Takeda France,Médecin,NGUYEN DUY Phuong,06/02/2014,REPAS,€60,,
Takeda France,Médecin,NGUYEN DUY Phuong,14/11/2013,REPAS,€60,,
Takeda France,Médecin,NGUYEN DUY Phuong,27/11/2013,REPAS,€57,,
Takeda France,Médecin,NGUYEN DUY Phuong,24/04/2014,REPAS,€60,,
Takeda France,Médecin,PAILLARGUELO Christian,14/01/2014,REPAS,€21,,
Takeda France,Médecin,PAILLARGUELO Christian,14/01/2014,REPAS,€21,,
Takeda France,Médecin,PUECH JACQUOT Nicole,24/09/2013,REPAS,€40,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,07/01/2012,HOSPITALITE,€36,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,13/04/2012,HOSPITALITE,€58,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,09/06/2012,HOSPITALITE,€61,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,07/09/2012,HOSPITALITE,€40,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,31/03/2013,HOSPITALITE,€30,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,28/02/2013,HOSPITALITE,€51,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,20/10/2012,HOSPITALITE,€68,,
TEOXANE FRANCE,Médecin,SAJAS CHRISTIANE,21/09/2012,HOSPITALITE,€30,,
TEVA SANTE SAS,Médecin,BOISSIER JEAN PAUL,05/12/2013,REPAS,€40,,
TEVA SANTE SAS,Médecin,DJERADJIAN SANDY,18/02/2014,REPAS,€58,,
TEVA SANTE SAS,Médecin,DJERADJIAN SANDY,10/06/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,PUECH JACQUOT NICOLE,03/06/2014,REPAS,€38,,
THERABEL LUCIEN PHARMA,Médecin,FABRE FRANCOIS,20/03/2014,REPAS,€10,,
THERABEL LUCIEN PHARMA,Médecin,MENARD CHRISTIAN,04/06/2014,REPAS,€50,,
THUASNE,Pharmacien,GARCIA JEREMIE,26/02/2014,REPAS,€18,,
THUASNE,Pharmacien,GARCIA MOREL AUDREY,26/02/2014,REPAS,€18,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GARCIA MELODY,26/02/2014,REPAS,€18,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RUDEL CELINE,26/02/2014,REPAS,€18,,
UCB Pharma SA,Médecin,FOURNET DOMINIQUE,09/12/2013,Repas,€49,,
UCB Pharma SA,Médecin,FOURNET DOMINIQUE,27/09/2013,Repas,€38,,
VEXIM SA,Médecin,CONSTANS CHRYSTEL,03/12/2013,HOSPITALITE,€58,,
VEXIM SA,Médecin,JAULMES OLIVIER,03/12/2013,HOSPITALITE,€58,,
VEXIM SA,Médecin,LAVERNY-VALANCOGNE NADINE,03/12/2013,HOSPITALITE,€58,,
VITALAIRE,Médecin,LEIPP CHRISTOPHE,21/06/2014,Repas,€24,,
VITALAIRE,Médecin,LEIPP CHRISTOPHE,21/06/2014,Repas,€24,,
VITALAIRE,Médecin,LEIPP CHRISTOPHE,21/06/2014,Inscription,€130,,
Zambon France,Médecin,MENARD CHRISTIAN,26/09/2013,Repas,€60,,
Zambon France,Médecin,TOUZERY BERTRAND,31/01/2014,Hébergement,€236,,
Zambon France,Médecin,TOUZERY BERTRAND,31/01/2014,Transport,€142,,
Zambon France,Médecin,TOUZERY BERTRAND,31/01/2014,Hospitalité,€200,,
Zimmer Dental SAS,Chirurgien-dentiste,Brechet Didier,17/04/2014,repas,€45,,
