3M France,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,YEDIOU LAZHAR,26/11/2013,REPAS,€17,,
NOVO NORDISK,Médecin,LENAIN MARC,11/10/2013,REPAS,€51,,
NOVO NORDISK,Médecin,LENAIN MARC,19/10/2013,REPAS,€229,,
NOVO NORDISK,Médecin,LENAIN MARC,11/10/2013,REPAS,€51,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,TRANSPORT,€232,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,REPAS,€165,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,REPAS,€165,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,LENAIN MARC,28/03/2014,REPAS,€56,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,TRANSPORT,€232,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,LENAIN MARC,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,PELLISSIER JEAN LOUIS,28/03/2014,REPAS,€56,,
NOVO NORDISK,Médecin,PELLISSIER JEAN LOUIS,19/10/2013,REPAS,€66,,
NOVO NORDISK,Médecin,PELLISSIER JEAN LOUIS,11/10/2013,REPAS,€51,,
NOVO NORDISK,Médecin,PELLISSIER JEAN LOUIS,19/10/2013,REPAS,€229,,
NOVO NORDISK,Médecin,PELLISSIER JEAN LOUIS,14/06/2014,FORFAIT,€236,,
NOVO NORDISK,Médecin,PELLISSIER JEAN LOUIS,12/03/2014,REPAS,€51,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,12/12/2013,REPAS,€51,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,11/03/2014,REPAS,€118,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,11/06/2014,REPAS,€24,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,11/06/2014,REPAS,€24,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,11/03/2014,INSCRIPTION,€310,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,11/03/2014,TRANSPORT,€294,,
NOVO NORDISK,Médecin,PERENNOU SYLVIE,11/03/2014,REPAS,€118,,
NOVO NORDISK,Médecin,TAMADON RICHARD,24/10/2013,REPAS,€43,,
NOVO NORDISK,Médecin,WOLF MARIANNE,11/06/2014,REPAS,€24,,
NUTRICIA Nutrition Clinique,Médecin,CHOURAQUI Jean-Pierre,02/09/2013,Repas,€23,,
OLYMPUS France SAS,Aide soignant,PINOTTI Elisabeth,11/12/2013,Transport,€228,,
OLYMPUS France SAS,Aide soignant,PIZAINE Nicole,11/12/2013,Transport,€228,,
OLYMPUS France SAS,Aide soignant,TRIBASTONI Odette,11/12/2013,Transport,€228,,
OLYMPUS France SAS,Infirmier,CHATEL Geneviève,09/01/2014,REPAS,€19,,
OLYMPUS France SAS,Infirmier,LAOT Isabelle,11/12/2013,Transport,€228,,
OLYMPUS France SAS,Pharmacien,SONJON-VUARCHEX Virginie,09/01/2014,REPAS,€19,,
OPHTACOM,Médecin,JANON Claire,03/07/2012,repas,€25,,
Ophtalmic Compagnie,Médecin,LE BLOND EVELYNE,03/04/2013,Repas,€45,,
Ophtalmic Compagnie,Médecin,LE BLOND EVELYNE,01/02/2013,Repas,€55,,
Ophtalmic Compagnie,Médecin,LEGOUPIL CHRISTINE,03/04/2013,Repas,€45,,
Ophtalmic Compagnie,Médecin,PERESSE DENIS,03/04/2013,Repas,€45,,
Ophtalmic Compagnie,Médecin,SERRA-TOSIO FRANCOISE,03/04/2013,Repas,€45,,
ORMCO FRANCE SAS,Chirurgien-dentiste,FIACRE CYRILLE,11/04/2014,REPAS,€38,,
ORMCO FRANCE SAS,Chirurgien-dentiste,FIACRE CYRILLE,05/04/2014,REPAS,€62,,
ORMCO FRANCE SAS,Chirurgien-dentiste,SEBAOUN JEAN-DAVID,26/06/2014,REPAS,€27,,
Orphan Europe,Médecin,MACLET MICHEL,26/06/2014,REPAS,€31,,
Otsuka Pharmaceutical France SAS,Médecin,AMRO DERGAM Lamys,08/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,AMRO DERGAM LAMYS,01/04/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,AMRO DERGAM LAMYS,21/01/2014,HEBERGEMENT,€500,,
Otsuka Pharmaceutical France SAS,Médecin,AMRO DERGAM LAMYS,04/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,AMRO DERGAM LAMYS,21/01/2014,Autre:[INSCRIPTION CONGRES],€347,,
Otsuka Pharmaceutical France SAS,Médecin,AMRO DERGAM LAMYS,21/01/2014,TRANSPORT,€194,,
Otsuka Pharmaceutical France SAS,Médecin,BILOA TANG Michel,11/09/2013,RESTAURATION,€30,,
Otsuka Pharmaceutical France SAS,Médecin,BILOA TANG Michel,22/10/2013,RESTAURATION,€54,,
Otsuka Pharmaceutical France SAS,Médecin,BILOA TANG Michel,14/11/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BUIS Claire,05/11/2013,RESTAURATION,€33,,
Otsuka Pharmaceutical France SAS,Médecin,CARON BRUNO,04/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,CHERRIER Arnaud,08/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,CHERRIER ARNAUD,04/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,CHERRIER Arnaud,22/10/2013,RESTAURATION,€54,,
Otsuka Pharmaceutical France SAS,Médecin,CHERRIER ARNAUD,01/04/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,COURVOISIER PIERRE,03/04/2014,TRANSPORT,€282,,
Otsuka Pharmaceutical France SAS,Médecin,COURVOISIER PIERRE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,COURVOISIER PIERRE,03/04/2014,TRANSPORT,€282,,
Otsuka Pharmaceutical France SAS,Médecin,COURVOISIER PIERRE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO Jean marc,14/11/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO Jean marc,23/05/2014,Hébergement,€170,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO Jean marc,08/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO Jean marc,23/05/2014,Hospitalité,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO Jean marc,22/10/2013,RESTAURATION,€54,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO Jean marc,24/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO JEAN MARC,04/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO JEAN-MARC,21/01/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO JEAN-MARC,21/01/2014,TRANSPORT,€180,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO JEAN-MARC,21/01/2014,Autre:[INSCRIPTION CONGRES],€347,,
Otsuka Pharmaceutical France SAS,Médecin,GALLO JEAN-MARC,21/01/2014,HEBERGEMENT,€500,,
Otsuka Pharmaceutical France SAS,Médecin,GAOUA ZORA,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,GAOUA ZORA,03/04/2014,HOSPITALITE,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GAOUA ZORA,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GAOUA ZORA,03/04/2014,TRANSPORT,€282,,
Otsuka Pharmaceutical France SAS,Médecin,HUTANU MONICA,01/04/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,JANSON Claude,22/10/2013,RESTAURATION,€54,,
Otsuka Pharmaceutical France SAS,Médecin,OLARU Gabriela,23/05/2014,Hébergement,€170,,
Otsuka Pharmaceutical France SAS,Médecin,OLARU Gabriela,23/05/2014,Hospitalité,€60,,
Otsuka Pharmaceutical France SAS,Médecin,OLARU Gabriela,24/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,PERROUD MICHEL,04/02/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,VITTINI Philippe,22/10/2013,RESTAURATION,€54,,
Otsuka Pharmaceutical France SAS,Médecin,VITTINI PHILIPPE,01/04/2014,Repas,€55,,
Otsuka Pharmaceutical France SAS,Médecin,VITTINI Philippe,14/11/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,YDRAUT Catherine,22/10/2013,RESTAURATION,€54,,
PECH CERCIAT,Médecin,Aurouze Jacques,06/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Aurouze Jacques,13/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Berger Françoise,09/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Calas Odile,21/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cherbut Robert,14/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cohen Bernard,09/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Delestras Isabelle,10/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Didier-Roberto Brigitte,09/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Didier-Roberto Brigitte,11/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Didier-Roberto Brigitte,11/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Fauvage Lise,16/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Fauvage Lise,03/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Guillory Sylvie,10/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Honarmand Mahchid,19/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Jouk-Jarry Sylvie,16/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Jouk-Jarry Sylvie,16/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Kuentz Philippe,25/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Kuentz Philippe,18/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Lelté Jean-Pierre,18/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Massiah Michel,19/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Pollak Martine,04/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Ratel Elisabeth,09/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Ratel Elisabeth,11/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Ravinet Michel,13/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Sarazin Anne,12/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Sarazin Anne,05/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Sibon Marc,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Terrasse Catherine,09/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Terrasse Catherine,11/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Tsan Pierre,11/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Volatier Elisabeth,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Warembourg Evelyne,23/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Woodward Carole,14/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Yon Armelle,09/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Zambelli Laurent,04/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Zambelli Laurent,06/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Zambelli Patrice,06/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Zambelli Patrice,04/11/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Infirmier,FERRAND NATHALIE,06/06/2013,Repas,€33,,
PFIZER SAS,Infirmier,LEONE LAURA,27/09/2013,REPAS,€55,,
PFIZER SAS,Infirmier,LEONE LAURA,27/09/2013,REPAS,€55,,
PFIZER SAS,Médecin,Aguilaniu Bernard,07/04/2013,TRANSPORT,€174,,
PFIZER SAS,Médecin,Aguilaniu Bernard,07/04/2013,HEBERGEMENT,€182,,
PFIZER SAS,Médecin,Aguilaniu Bernard,07/04/2013,REPAS,€166,,
PFIZER SAS,Médecin,ASSOULINE DAVID,10/10/2013,Repas,€17,,
PFIZER SAS,Médecin,AUROUZE JACQUES,24/01/2014,REPAS,€33,,
PFIZER SAS,Médecin,AUROUZE JACQUES,10/09/2013,Repas,€39,,
PFIZER SAS,Médecin,BERTRAND SANDRINE,06/06/2013,Repas,€33,,
PFIZER SAS,Médecin,BRULEY DAVID,14/06/2013,HEBERGEMENT,€192,,
PFIZER SAS,Médecin,BRULEY David,14/06/2013,REPAS,€115,,
PFIZER SAS,Médecin,BRULEY DAVID,14/06/2013,TRANSPORT,€351,,
PFIZER SAS,Médecin,BRULEY David,14/06/2013,TRANSPORT,€351,,
PFIZER SAS,Médecin,BRULEY DAVID,14/06/2013,REPAS,€115,,
PFIZER SAS,Médecin,BRULEY David,14/06/2013,TRANSPORT,€351,,
PFIZER SAS,Médecin,BRUN ODILE,10/10/2013,Repas,€17,,
PFIZER SAS,Médecin,CHARDONNET ERIC,12/12/2013,Repas,€10,,
PFIZER SAS,Médecin,CHARVET REMI,22/11/2013,Repas,€56,,
PFIZER SAS,Médecin,CHEVALLIER MARC,06/12/2013,Repas,€21,,
PFIZER SAS,Médecin,CHEVALLIER MARC,28/03/2014,REPAS,€24,,
PFIZER SAS,Médecin,CHEVALLIER MARC,24/06/2013,Repas,€20,,
PFIZER SAS,Médecin,CLAPOT PHILIPPE,12/12/2013,Repas,€10,,
PFIZER SAS,Médecin,DAHSHAN SULEIMAN,18/02/2014,REPAS,€54,,
PFIZER SAS,Médecin,DORIDOT PIERRE,10/09/2013,Repas,€39,,
PFIZER SAS,Médecin,DORIDOT PIERRE,24/01/2014,REPAS,€33,,
PFIZER SAS,Médecin,DUPUY BROUSSEAU LAURA,06/06/2013,Repas,€33,,
PFIZER SAS,Médecin,DUPUY BROUSSEAU LAURA,23/01/2014,REPAS,€13,,
PFIZER SAS,Médecin,DUPUY BROUSSEAU LAURA,13/11/2013,Repas,€40,,
PFIZER SAS,Médecin,DUPUY BROUSSEAU LAURA,27/11/2013,Repas,€38,,
PFIZER SAS,Médecin,DUPUY BROUSSEAU LAURA,25/09/2013,Repas,€13,,
PFIZER SAS,Médecin,EL ASAAD MANSOUR RIVA,15/04/2014,REPAS,€23,,
PFIZER SAS,Médecin,EL ASAAD MANSOUR RIVA,02/07/2013,Repas,€37,,
PFIZER SAS,Médecin,EL ASAAD MANSOUR RIVA,29/10/2013,Repas,€17,,
PFIZER SAS,Médecin,ENGELMANN DENEUX FRANCOISE,14/02/2014,REPAS,€19,,
PFIZER SAS,Médecin,GARNIER TIXIDRE CLAIRE,06/06/2013,Repas,€33,,
PFIZER SAS,Médecin,GARNIER TIXIDRE CLAIRE,23/01/2014,REPAS,€13,,
PFIZER SAS,Médecin,GARNIER TIXIDRE CLAIRE,31/05/2013,AUTRE: INSCRIPTION,€65,,
PFIZER SAS,Médecin,GUICHARD ERIC,27/02/2014,REPAS,€53,,
PFIZER SAS,Médecin,GUICHARD ERIC,22/11/2013,Repas,€56,,
PFIZER SAS,Médecin,GUICHARD ERIC,29/10/2013,Repas,€28,,
PFIZER SAS,Médecin,HAFFNER DEBUS CLAIRE,25/11/2013,Repas,€23,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/02/2014,REPAS,€144,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/02/2014,TRANSPORT,€373,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,22/11/2013,Repas,€37,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/04/2014,REPAS,€41,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/02/2014,HEBERGEMENT,€199,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/02/2014,TRANSPORT,€373,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/02/2014,HEBERGEMENT,€199,,
PFIZER SAS,Médecin,JOUNEH MOHAMED HASSAN,08/02/2014,REPAS,€144,,
PFIZER SAS,Médecin,LANCRY LECOMTE LAURENCE,10/10/2013,Repas,€17,,
PFIZER SAS,Médecin,LANTUEJOUL JEAN PIERRE,27/02/2014,REPAS,€53,,
PFIZER SAS,Médecin,LEHODEY PIERRE YVES,09/10/2013,Repas,€25,,
PFIZER SAS,Médecin,LELONG CORINNE,27/02/2014,REPAS,€53,,
PFIZER SAS,Médecin,LELONG CORINNE,22/11/2013,Repas,€56,,
PFIZER SAS,Médecin,LEYRONNAS CECILE,23/01/2014,REPAS,€13,,
PFIZER SAS,Médecin,LEYRONNAS CECILE,06/06/2013,Repas,€33,,
PFIZER SAS,Médecin,LEYRONNAS CECILE,31/05/2013,AUTRE: INSCRIPTION,€65,,
PFIZER SAS,Médecin,LEYRONNAS CECILE,11/06/2013,Repas,€25,,
PFIZER SAS,Médecin,LEYRONNAS CECILE,10/10/2013,Repas,€17,,
PFIZER SAS,Médecin,MAS DOMINIQUE,09/10/2013,Repas,€25,,
PFIZER SAS,Médecin,MENESES ALEXANDRA,11/04/2014,REPAS,€22,,
PFIZER SAS,Médecin,MENON MICHEL,22/01/2014,REPAS,€26,,
PFIZER SAS,Médecin,MONTIGON PASCALE,09/10/2013,Repas,€25,,
PFIZER SAS,Médecin,MONTIGON PASCALE,22/01/2014,REPAS,€26,,
PFIZER SAS,Médecin,NINET JEAN CHRISTOPHE,22/11/2013,Repas,€56,,
PFIZER SAS,Médecin,POINSIGNON JEAN PIERRE,27/02/2014,REPAS,€53,,
PFIZER SAS,Médecin,POINSIGNON JEAN PIERRE,22/11/2013,Repas,€56,,
PFIZER SAS,Médecin,POINSIGNON JEAN PIERRE,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,INSCRIPTION,€450,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,HEBERGEMENT,€600,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,HEBERGEMENT,€600,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,TRANSPORT,€149,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,AUTRE: INSCRIPTION,€450,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,INSCRIPTION,€450,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,HEBERGEMENT,€600,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,TRANSPORT,€149,,
PFIZER SAS,Médecin,RAZAKABOAY MURIEL,16/11/2013,HEBERGEMENT,€600,,
PFIZER SAS,Médecin,ROY PIERRE ALAIN,25/11/2013,Repas,€23,,
PFIZER SAS,Médecin,ROZAND YVES,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,ROZAND YVES,12/12/2013,Repas,€10,,
PFIZER SAS,Médecin,SCHNEIDER MARC,27/05/2014,REPAS,€60,,
PFIZER SAS,Médecin,STEIDEL JEROME,06/12/2013,Repas,€21,,
PFIZER SAS,Médecin,STEIDEL JEROME,28/03/2014,REPAS,€24,,
PFIZER SAS,Médecin,STEIDEL JEROME,24/06/2013,Repas,€20,,
PFIZER SAS,Médecin,TRAMAILLE SOPHIE,28/03/2014,REPAS,€24,,
PFIZER SAS,Médecin,TRAMAILLE SOPHIE,06/12/2013,Repas,€21,,
PFIZER SAS,Médecin,ZAGALA ALAIN,22/11/2013,Repas,€37,,
PFIZER SAS,Médecin,ZAGALA ALAIN,24/09/2013,Repas,€60,,
PFIZER SAS,Pharmacien,BOURGUIGNON GUY,10/10/2013,Repas,€17,,
PFIZER SAS,Pharmacien,COUTURIER ISABELLE,27/06/2013,Repas,€21,,
PFIZER SAS,Pharmacien,RICHARD BENASSY CELINE,10/10/2013,Repas,€17,,
PHADIA SAS,Médecin,CHAVEZ LEONIDAS,14/11/2013,FRAIS DE REPAS,€42,,
PHADIA SAS,Médecin,HAMM BERNARD,14/11/2013,FRAIS DE REPAS,€42,,
PHADIA SAS,Médecin,JAMET ALAIN,10/06/2014,REPAS,€47,,
PHADIA SAS,Médecin,MASSIAH MICHEL,10/06/2014,REPAS,€47,,
PHADIA SAS,Médecin,MICHEL ERIC,10/06/2014,REPAS,€47,,
PHADIA SAS,Médecin,SARAZIN ANNE,10/06/2014,REPAS,€47,,
PHADIA SAS,Médecin,VOLATIER ELISABETH,10/06/2014,REPAS,€47,,
PHARMA DOM,Médecin,CHAVEZ LEONIDAS,28/05/2014,DEJEUNER D'OPPORTUNITE,€18,,
PHARMA DOM,Médecin,CHAVEZ LEONIDAS,10/06/2014,DEJEUNER D'OPPORTUNITE,€37,,
PHARMA DOM,Médecin,CHAVEZ LEONIDAS,04/03/2014,DEJEUNER D'OPPORTUNITE,€18,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,20/09/2013,HEBERGEMENT,€260,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,16/05/2014,HEBERGMENT 5 NUITS,€1,118,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,20/09/2013,REPAS,€60,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,16/05/2014,TRANSPORT,€1,031,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,20/09/2013,INSCRIPTION,€290,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,16/05/2014,INSCRIPTION,€777,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,16/05/2014,5 REPAS,€238,,
PHARMA DOM,Médecin,DE LAMBERTERIE GILLES,10/06/2014,DEJEUNER D'OPPORTUNITE,€37,,
PHARMA DOM,Médecin,GIREY RANNAUD JANIE,28/05/2014,DEJEUNER D'OPPORTUNITE,€18,,
PHARMA DOM,Médecin,GIREY RANNAUD JANIE,29/05/2014,DEJEUNER D'OPPORTUNITE,€16,,
PHARMA DOM,Médecin,HAMM BERNARD,10/06/2014,DEJEUNER D'OPPORTUNITE,€37,,
PHARMA DOM,Médecin,RIGAUD DOMINIQUE,31/01/2014,DEJEUNER D'OPPORTUNITE,€57,,
PHARMA DOM,Médecin,ROIBU SILVIA,10/06/2014,DEJEUNER D'OPPORTUNITE,€37,,
PHARMA DOM,Médecin,SATRE PIERRE,29/10/2013,DEJEUNER D'OPPORTUNITE,€40,,
PHARMA DOM,Médecin,SATRE PIERRE,17/04/2014,DEJEUNER D'OPPORTUNITE,€46,,
PHARMA DOM,Médecin,SATRE PIERRE,28/05/2014,DEJEUNER D'OPPORTUNITE,€18,,
PHARMATHERA,Médecin,BOURLARD ODILE,11/12/2013,OBJET D HOSPITALITE,€18,,
PHARMATHERA,Médecin,CUSIN NATHALIE,20/09/2013,OBJET D HOSPITALITE,€36,,
PHARMATHERA,Médecin,FAURE MALAN JOCELYNE,09/07/2013,OBJET D HOSPITALITE,€12,,
PHARMATHERA,Médecin,GRILLOT FLORENCE,16/12/2013,OBJET D HOSPITALITE,€18,,
PHARMATHERA,Médecin,LAUGIER JACQUES,10/12/2013,OBJET D HOSPITALITE,€11,,
PHARMATHERA,Médecin,LEBAYLE PIERRE MARC,20/09/2013,OBJET D HOSPITALITE,€36,,
PHARMATHERA,Médecin,LENAIN MARC,20/09/2013,OBJET D HOSPITALITE,€36,,
PHARMATHERA,Médecin,RAVINET MICHEL,21/01/2014,Hospitalité,€58,,
PHARMATHERA,Médecin,RAVINET MICHEL,25/11/2013,OBJET D HOSPITALITE,€13,,
PHARMATHERA,Médecin,REY JEAN MARIE,17/12/2013,OBJET D HOSPITALITE,€20,,
PHARMATHERA,Médecin,SILLAM RICHARD,16/12/2013,OBJET D HOSPITALITE,€20,,
PHARMATHERA,Médecin,YON ARMELLE,18/02/2014,Hospitalité,€10,,
PHILIPS FRANCE,Médecin,PICHOT OLIVIER,17/09/2013,REPAS,€100,,
PHILIPS FRANCE,Médecin,PICHOT OLIVIER,17/09/2013,TRANSPORT,€300,,
PHILIPS FRANCE,Médecin,PICHOT OLIVIER,17/09/2013,HEBERGEMENT,€180,,
PHONAK FRANCE,Audioprothésiste,BARIL XAVIER,05/11/2013,REPAS,€17,,
PHONAK FRANCE,Audioprothésiste,BERTRAND DANIEL,26/06/2014,REPAS,€26,,
PHONAK FRANCE,Audioprothésiste,BROCARD CHRISTIAN,05/11/2013,REPAS,€17,,
PHONAK FRANCE,Audioprothésiste,BROCARD CHRISTIAN,15/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,BROCARD CHRISTIAN,05/05/2014,REPAS,€17,,
PHONAK FRANCE,Audioprothésiste,BROCARD CHRISTIAN,27/05/2014,REPAS,€21,,
PHONAK FRANCE,Audioprothésiste,CAZALS BRIEUX,25/07/2013,REPAS,€40,,
PHONAK FRANCE,Audioprothésiste,CAZALS BRIEUX,14/02/2014,REPAS,€19,,
PHONAK FRANCE,Audioprothésiste,CAZALS BRIEUX,13/12/2013,REPAS,€19,,
PHONAK FRANCE,Audioprothésiste,DJAMILA NEGMARI,15/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,GAUMONT CHLOÉ,19/12/2013,CADEAUX,€65,,
PHONAK FRANCE,Audioprothésiste,GAUMONT CHLOÉ,26/02/2014,REPAS,€21,,
PHONAK FRANCE,Audioprothésiste,GAUMONT CHLOÉ,19/12/2013,REPAS,€20,,
PHONAK FRANCE,Audioprothésiste,GAUMONT CHLOÉ,17/10/2013,REPAS,€22,,
PHONAK FRANCE,Audioprothésiste,GAUMONT CHLOÉ,28/08/2013,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,GUILLERMAND BRIGITTE,15/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,HAEBERLE JULIEN,05/11/2013,REPAS,€17,,
PHONAK FRANCE,Audioprothésiste,HAEBERLE JULIEN,15/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,MAES JOËLLE,15/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,MARECHAL LYDIE,15/05/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,NICOLAS GUILLAUME,24/07/2013,REPAS,€35,,
PHONAK FRANCE,Audioprothésiste,NICOLAS GUILLAUME,14/02/2014,REPAS,€19,,
