3M France,Chirurgien-dentiste,BAILLY THOMAS,29/10/2013,REPAS,€47,,
LABORATOIRES ALCON,Médecin,OUBRAHAM-MEBROUKINE HASSIBA,24/01/2014,HEBERGEMENT,€175,,
LABORATOIRES ALCON,Médecin,SALAMON MAROUN,20/03/2014,REPAS,€40,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RAYNAUD SANDRINE,05/06/2014,REPAS,€50,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CASSURETI Lea,20/02/2014,Repas,€10,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEART Caroline,20/02/2014,Repas,€10,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LESSOURD Fabienne,20/02/2014,Repas,€10,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LUISANT Françoise,20/02/2014,Repas,€10,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RELCHANT Sylvie,20/02/2014,Repas,€10,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RULARD Christine,20/02/2014,Repas,€10,,
Laboratoires AUVEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TENOU Florence,20/02/2014,Repas,€10,,
Laboratoires BESINS INTERNATIONAL,Médecin,CHANU BULA Brigitte,17/05/2013,Repas,€35,,
Laboratoires BESINS INTERNATIONAL,Médecin,CHANU BULA Brigitte,25/01/2013,Repas,€42,,
Laboratoires BESINS INTERNATIONAL,Médecin,LEROUX Herve,25/01/2013,Repas,€42,,
Laboratoires BESINS INTERNATIONAL,Médecin,LEROUX Herve,17/05/2013,Repas,€35,,
Laboratoires BESINS INTERNATIONAL,Médecin,YACOUB William,17/05/2013,Repas,€35,,
Laboratoires BESINS INTERNATIONAL,Médecin,YACOUB William,25/01/2013,Repas,€42,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,JOUVIE JACQUES,05/06/2014,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ROSSIGNOL DANIEL,05/06/2014,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ROUMANI JAWAD,05/06/2014,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,DENAIN ANNE LAURE,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DELATTRE CELINE,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FERRIE MAGALI,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GAZON DEBORAH,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HABIJAN ALINE,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LIORET MARLENE,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RAYNAUD SANDRINE,16/07/2013,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIOLETTE FABIENNE,16/07/2013,Repas,€45,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,14/06/2014,Transport,€421,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,14/06/2014,Repas,€50,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,14/06/2014,Hébergement,€588,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,14/06/2014,Repas,€60,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,14/06/2014,Autre : Inscription,€613,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,06/12/2013,Autre : Forfait repas journée d'étude,€72,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,06/12/2013,Repas,€60,,
LABORATOIRES COLOPLAST,Infirmier,THIBAULT DELPHINE,01/08/2013,Repas,€17,,
LABORATOIRES COLOPLAST,Médecin,ALLART JEAN MAURICE,06/02/2014,Autre : cadeaux,€28,,
LABORATOIRES COLOPLAST,Médecin,CHAPUS JEAN JACQUES,18/06/2014,Autre,€28,,
LABORATOIRES COLOPLAST,Médecin,CHAPUS JEAN JACQUES,18/06/2014,Hébergement,€130,,
LABORATOIRES COLOPLAST,Médecin,CHAPUS JEAN JACQUES,18/06/2014,Hébergement,€130,,
LABORATOIRES COLOPLAST,Médecin,CHAPUS JEAN JACQUES,18/06/2014,Autre : Inscription,€350,,
LABORATOIRES COLOPLAST,Médecin,CHAPUS JEAN JACQUES,18/06/2014,Transport,€167,,
LABORATOIRES COLOPLAST,Médecin,CHAPUS JEAN JACQUES,18/06/2014,Hébergement,€130,,
LABORATOIRES COLOPLAST,Médecin,N GAIDO DJIBRIROU,17/10/2013,Repas,€59,,
LABORATOIRES COLOPLAST,Médecin,N GAIDO DJIBRIROU,17/10/2013,Hébergement,€426,,
LABORATOIRES COLOPLAST,Médecin,N GAIDO DJIBRIROU,17/10/2013,Transport,€147,,
LABORATOIRES COLOPLAST,Médecin,N GAIDO DJIBRIROU,17/10/2013,Autre : Inscription,€430,,
LABORATOIRES CONVATEC,Pharmacien,LEMESLE FLORENCE,24/03/2014,TRANSPORT,€407,,
LABORATOIRES CONVATEC,Pharmacien,LEMESLE FLORENCE,24/03/2014,REPAS,€54,,
LABORATOIRES CONVATEC,Pharmacien,LEMESLE FLORENCE,24/03/2014,REPAS,€54,,
LABORATOIRES CONVATEC,Pharmacien,LEMESLE FLORENCE,24/03/2014,HEBERGEMENT,€272,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Transport,€49,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Repas,€94,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Hospitalité,€430,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Hébergement,€540,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Transport,€49,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Repas,€94,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Hospitalité,€430,,
Laboratoires Expanscience,Médecin,HADDY MOHAMED HAMID,25/11/2013,Hébergement,€540,,
Laboratoires Grünenthal SAS,Infirmier,CAURE SEVERINE,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Infirmier,DELIONNET CORINNE,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Infirmier,DUBAN CECILE,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Infirmier,VERBEKE VERONIQUE,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,AGOUTE ERIC,04/07/2013,REPAS,€53,,
Laboratoires Grünenthal SAS,Médecin,ANDRIAMIHAJA HONORAT,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,ANDRIAMIHAJA HONORAT,04/07/2013,REPAS,€53,,
Laboratoires Grünenthal SAS,Médecin,CONDY DIDIER,15/05/2014,REPAS,€30,,
Laboratoires Grünenthal SAS,Médecin,CONDY DIDIER,17/01/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,DURAND MANJARD FREDERIQUE,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,EL BRAKS ROLAND,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,FITOUSSI GERARD,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,HANSEN PATRICK,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,JEAN MICHEL VIRON PATRICIA,15/05/2014,REPAS,€30,,
Laboratoires Grünenthal SAS,Médecin,JEAN MICHEL VIRON PATRICIA,17/01/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,JEAN MICHEL VIRON PATRICIA,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,JEAN MICHEL VIRON PATRICIA,03/10/2013,REPAS,€25,,
Laboratoires Grünenthal SAS,Médecin,LASSELIN KARINE,08/10/2013,REPAS,€52,,
Laboratoires Grünenthal SAS,Médecin,MARSAUDON XAVIER,15/05/2014,REPAS,€30,,
Laboratoires Grünenthal SAS,Médecin,MARSAUDON XAVIER,17/01/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MIMOUN ALBERT,03/10/2013,REPAS,€25,,
Laboratoires Grünenthal SAS,Médecin,NAHMIAS SALOMON,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,PERRIN FRANCOIS,15/05/2014,REPAS,€30,,
Laboratoires Grünenthal SAS,Médecin,PERRIN FRANCOIS,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,PERRIN FRANCOIS,17/01/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,PERRIN FRANCOIS,08/10/2013,REPAS,€52,,
Laboratoires Grünenthal SAS,Médecin,PINSON MICHEL,01/04/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,POCQUET MARIE CLAUDE,26/11/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,POPA MARIE,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,POPA MARIE,08/10/2013,REPAS,€52,,
Laboratoires Grünenthal SAS,Médecin,POPA RADU,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,POPA RADU,08/10/2013,REPAS,€52,,
Laboratoires Grünenthal SAS,Médecin,SORS MIREUX ISABELLE,04/07/2013,REPAS,€53,,
Laboratoires Grünenthal SAS,Médecin,TISSIER EMMANUEL,18/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,TISSIER EMMANUEL,08/10/2013,REPAS,€52,,
Laboratoires Grünenthal SAS,Médecin,ZEMMOURA MOURAD,03/10/2013,REPAS,€25,,
Laboratoires IPRAD PHARMA,Médecin,CHANU-BULA BRIGITTE,20/03/2014,REPAS,€69,,
Laboratoires IPRAD PHARMA,Médecin,CHANU-BULA BRIGITTE,23/05/2014,REPAS,€34,,
Laboratoires IPRAD PHARMA,Médecin,CHANU-BULA BRIGITTE,22/11/2013,REPAS,€36,,
Laboratoires IPRAD PHARMA,Médecin,CHANU-BULLA BRIGITTE,07/02/2014,REPAS,€36,,
Laboratoires IPRAD PHARMA,Médecin,YACOUB WILLIAM,20/03/2014,REPAS,€69,,
Laboratoires IPRAD PHARMA,Médecin,YACOUB WILLIAM,07/02/2014,REPAS,€36,,
Laboratoires Lohmann & Rauscher,Pharmacien,AYRIGNAC PATRICE,12/06/2013,REPAS,€25,,
Laboratoires Lohmann & Rauscher,Pharmacien,DEPARDIEU PASCALE,12/06/2013,REPAS,€25,,
Laboratoires Lohmann & Rauscher,Pharmacien,MAILLARD BERNARD,12/06/2013,REPAS,€25,,
Laboratoires Lohmann & Rauscher,Pharmacien,MASSON BÉNÉDICTE,12/06/2013,REPAS,€25,,
Laboratoires Lohmann & Rauscher,Pharmacien,PELLOUX MARIE-ODILE,12/06/2013,REPAS,€25,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,CHANU BULA BRIGITTE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,MABROUK ALI,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,DOUARE FLORENCE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,MARTIN ANNE ELISABETH,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,WURTZ CAMILLE,01/12/2013,CADEAUX,€15,,
Laboratoires THEA,Médecin,CHEVREAUD LIONEL,27/05/2014,REPAS,€55,,
Laboratoires THEA,Médecin,CHEVREAUD LIONEL,28/01/2014,REPAS,€31,,
Labvoratoire CHAUVIN,Médecin,CHAUVIN PHILIPPE,14/10/2013,REPAS,€55,,
Labvoratoire CHAUVIN,Médecin,CHEVREAUD LIONEL,14/10/2013,REPAS,€55,,
Labvoratoire CHAUVIN,Médecin,OUBRAHAM HASSIBA,20/06/2014,REPAS,€44,,
Labvoratoire CHAUVIN,Médecin,OUBRAHAM HASSIBA,20/06/2014,REPAS,€44,,
Labvoratoire CHAUVIN,Médecin,OUBRAHAM HASSIBA,20/06/2014,REPAS,€44,,
Labvoratoire CHAUVIN,Médecin,OUBRAHAM HASSIBA,20/06/2014,HEBERGEMENT,€173,,
Labvoratoire CHAUVIN,Médecin,OUBRAHAM HASSIBA,20/06/2014,TRANSPORT,€10,,
Labvoratoire CHAUVIN,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/05/2014,REPAS,€16,,
LEO Pharma,Association professionnel de santé,ASSOCIATION MARIE CURIE DE CANCEROLOGIE DE MONTARGIS,24/06/2014,DONS DE FONCTIONNEMENT,€500,,
LEO Pharma,Médecin,BIENFAIT BERNARD,06/06/2014,REPAS,€50,,
LEO Pharma,Médecin,BOUSTANI ROLAND,03/07/2013,REPAS,€44,,
LEO Pharma,Médecin,BREMONT JEAN LUC,20/06/2013,REPAS,€37,,
LEO Pharma,Médecin,HADDY MOHAMED HAMID,20/06/2013,REPAS,€37,,
LEO Pharma,Médecin,HALLADE RASQUIN HELENE,13/06/2013,REPAS,€53,,
LEO Pharma,Médecin,HALLADE RASQUIN HELENE,13/06/2013,REPAS,€53,,
LEO Pharma,Médecin,MEUNIER BERTRAND,19/09/2013,REPAS,€17,,
LEO Pharma,Médecin,RASOLONJATOVO ROGER,20/06/2013,REPAS,€37,,
LEO Pharma,Médecin,VAN DRIESSCHE STÉPHANE,19/12/2013,HOSPITALITE,€400,,
LES LABORATOIRES SERVIER,Médecin,BELMADANI HOURIA,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,BENIA KAMEL,04/10/2013,Repas,€65,,
LES LABORATOIRES SERVIER,Médecin,BENIA KAMEL,04/10/2013,Transport,€200,,
LES LABORATOIRES SERVIER,Médecin,BENIA KAMEL,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,CATHALA PATRICK,08/04/2014,Repas,€44,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,19/09/2013,Repas,€30,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,19/12/2013,Autre : Inscription,€150,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,15/01/2014,Hébergement,€660,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,15/01/2014,Autre : Inscription,€311,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,19/12/2013,Hébergement,€220,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,15/01/2014,Transport,€172,,
LES LABORATOIRES SERVIER,Médecin,EL GHELBAZOURI FOUAD,19/12/2013,Transport,€128,,
LES LABORATOIRES SERVIER,Médecin,LEHAM RACHID,04/10/2013,Transport,€200,,
LES LABORATOIRES SERVIER,Médecin,LEHAM RACHID,04/10/2013,Repas,€65,,
LES LABORATOIRES SERVIER,Médecin,LEHAM RACHID,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,MEDDAH DJAMEL,11/07/2013,Repas,€30,,
LES LABORATOIRES SERVIER,Médecin,MEDDAH DJAMEL,26/03/2014,Repas,€24,,
LES LABORATOIRES SERVIER,Médecin,MEDDAH DJAMEL,11/06/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,MEDDAH DJAMEL,08/04/2014,Repas,€44,,
LES LABORATOIRES SERVIER,Médecin,OURRAD SAID,11/10/2013,Transport,€100,,
LES LABORATOIRES SERVIER,Médecin,OURRAD SAID,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,PAEPEGAEY FREDERIQUE,20/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,PASSET LAURENT,21/11/2013,Autre : Inscription,€220,,
LES LABORATOIRES SERVIER,Médecin,PERRIN FRANCOIS,12/09/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,PERRIN FRANCOIS,08/04/2014,Repas,€44,,
LES LABORATOIRES SERVIER,Médecin,RAMILITIANA JORO,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,RUNGE ISABELLE,24/01/2014,Repas,€38,,
LFB BIOMEDICAMENTS,Médecin,AGAR AMEL,27/06/2014,Repas,€29,,
LFB BIOMEDICAMENTS,Médecin,DEL NISTA DENIS,19/11/2013,Repas,€76,,
LFB BIOMEDICAMENTS,Médecin,NICOLA WALID,19/11/2013,Transport,€151,,
LFB BIOMEDICAMENTS,Médecin,NICOLA WALID,25/11/2013,Autre,€400,,
LFB BIOMEDICAMENTS,Médecin,NICOLA WALID,19/11/2013,Repas,€76,,
LFB BIOMEDICAMENTS,Médecin,NICOLA WALID,25/11/2013,Transport,€194,,
Lilly France SAS,Infirmier,BARRAT SYLVIE,23/05/2014,REPAS,€38,,
Lilly France SAS,Infirmier,BENIA CAROLE,09/07/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€100,,
Lilly France SAS,Infirmier,BENIA CAROLE,17/07/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€100,,
Lilly France SAS,Infirmier,BENIA CAROLE,17/07/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€100,,
Lilly France SAS,Infirmier,BENIA CAROLE,23/05/2014,REPAS,€38,,
Lilly France SAS,Infirmier,BENIA CAROLE,14/02/2014,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€180,,
Lilly France SAS,Infirmier,COUSIN JOCELYNE,17/04/2014,REPAS,€24,,
Lilly France SAS,Infirmier,DAVID SOPHIE,09/07/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€13,,
Lilly France SAS,Infirmier,DELBERT MANON,14/02/2014,HÉBERGEMENT,€162,,
Lilly France SAS,Infirmier,DELBERT MANON,14/02/2014,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€180,,
Lilly France SAS,Infirmier,GILET CATHERINE,23/05/2014,REPAS,€38,,
Lilly France SAS,Infirmier,GOIS PAULINE,14/02/2014,HÉBERGEMENT,€162,,
Lilly France SAS,Infirmier,GOIS PAULINE,14/02/2014,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€180,,
Lilly France SAS,Manipulateur d’électroradiologie médicale,MADEUF ERIC,19/12/2013,REPAS,€23,,
Lilly France SAS,Masseur-kinésithérapeute,LEPINE JEAN PIERRE,11/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,ANDRIAMIHAJA HONORAT,17/04/2014,REPAS,€24,,
Lilly France SAS,Médecin,ARABEYRE GUY,30/01/2014,REPAS,€59,,
Lilly France SAS,Médecin,BIHOREAU ANTOINE,17/12/2013,REPAS,€58,,
Lilly France SAS,Médecin,BREMONT JEAN LUC,23/05/2014,REPAS,€38,,
Lilly France SAS,Médecin,CATHALA PATRICK,11/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,CERF BARON ISABELLE,30/11/2013,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€210,,
Lilly France SAS,Médecin,CERF BARON ISABELLE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CERF BARON ISABELLE,17/07/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€192,,
Lilly France SAS,Médecin,CERF BARON ISABELLE,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,CERF BARON ISABELLE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CIOFU PITEA ALINA DOINA,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,CIOFU PITEA ALINA DOINA,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CIOFU PITEA ALINA DOINA,23/05/2014,REPAS,€38,,
Lilly France SAS,Médecin,CIOFU PITEA ALINA DOINA,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CIOFU PITEA ALINA DOINA,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,FAYAL VERONIQUE,19/12/2013,REPAS,€23,,
Lilly France SAS,Médecin,FILIPPI MARIE,23/05/2014,REPAS,€38,,
Lilly France SAS,Médecin,HERNANDEZ MORIN NELLY,23/05/2014,REPAS,€38,,
Lilly France SAS,Médecin,KOUSSA HASSIB,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,KOUSSA HASSIB,06/02/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€172,,
Lilly France SAS,Médecin,KOUSSA HASSIB,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,KOUSSA HASSIB,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,KUO KUONG JEROME,03/10/2013,REPAS,€20,,
Lilly France SAS,Médecin,LAGARDE FABRICE,11/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,LAGARDE FABRICE,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,LAGARDE FABRICE,06/02/2014,REPAS,€19,,
Lilly France SAS,Médecin,LAGARDE FABRICE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,LAGARDE FABRICE,23/05/2014,REPAS,€38,,
Lilly France SAS,Médecin,LAGARDE FABRICE,06/02/2014,REPAS,€19,,
Lilly France SAS,Médecin,LAGARDE FABRICE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,LAGARDE FABRICE,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,LAGARDE FABRICE,11/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,LEGUEUL JEAN CLAUDE,19/12/2013,REPAS,€23,,
Lilly France SAS,Médecin,LEGUEUL JEAN CLAUDE,17/04/2014,REPAS,€24,,
Lilly France SAS,Médecin,NAHMIAS SALOMON,11/12/2013,REPAS,€60,,
Lilly France SAS,Médecin,NAHMIAS SALOMON,11/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,ROUMANI JAWAD,10/10/2013,REPAS,€55,,
Lilly France SAS,Médecin,SCHILL HUBERT,17/04/2014,REPAS,€24,,
Lilly France SAS,Médecin,SERBAN ANDREEA,18/05/2014,TRANSPORT,€31,,
Lilly France SAS,Médecin,SERBAN ANDREEA,11/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,SERBAN ANDREEA,23/05/2014,TRANSPORT,€31,,
Lilly France SAS,Médecin,VILAIN CHRISTIAN,17/04/2014,REPAS,€24,,
Lilly France SAS,Médecin,ZEMMOURA MOURAD,10/10/2013,REPAS,€55,,
Lilly France SAS,Pédicure-podologue,DIDIER STEPHANIE,11/03/2014,REPAS,€60,,
Lilly France SAS,Pédicure-podologue,LEPINE CHRISTIANE,11/03/2014,REPAS,€60,,
Lilly France SAS,Pharmacien,FEVRE FELIX,17/04/2014,REPAS,€24,,
LUNDBECK SAS,Infirmier,BREMONT NADINE,11/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€15,,
LUNDBECK SAS,Infirmier,MAILY AGNES,11/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€15,,
LUNDBECK SAS,Infirmier,MARY KARINE,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,BELMADANI HOURIA,31/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€23,,
LUNDBECK SAS,Médecin,BELMADANI HOURIA,13/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,BELMADANI HOURIA,22/01/2014,AUTRE : HOSPITALITE,"€1,130",,
LUNDBECK SAS,Médecin,BELMADANI HOURIA,18/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€237,,
LUNDBECK SAS,Médecin,BOUZNAD AHCENE,18/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€237,,
LUNDBECK SAS,Médecin,GAZZOLA COLINE,11/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€15,,
LUNDBECK SAS,Médecin,GOITA LAMINE,03/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€22,,
LUNDBECK SAS,Médecin,GOITA LAMINE,02/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,GOITA LAMINE,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,LAMBERTON JACQUES,11/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€15,,
LUNDBECK SAS,Médecin,LASSELIN KARINE,18/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€30,,
LUNDBECK SAS,Médecin,LE BOULICAUT MYLLA,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,MESKINI DJILALI,18/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€30,,
LUNDBECK SAS,Médecin,MESKINI DJILALI,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,MIANGOUILA HERMANN,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,POPA MARIE,03/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€22,,
LUNDBECK SAS,Médecin,RAMIANDRASOA EUGENE,02/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,RAMIANDRASOA EUGENE,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,SORS MIREUX ISABELLE,03/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€22,,
LUNDBECK SAS,Médecin,SORS MIREUX ISABELLE,03/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€22,,
LUNDBECK SAS,Médecin,TISSIER EMMANUEL,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,TISSIER EMMANUEL,18/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€30,,
LUNDBECK SAS,Médecin,TISSIER EMMANUEL,02/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,TRAORE KARAMOKO,15/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LVL MEDICAL PARIS ET NORD,Médecin,ESSAKO GEORGES 0,21/11/2013,REPAS,€65,,
LVL MEDICAL PARIS ET NORD,Médecin,ESSAKO GEORGES 0,21/11/2013,INSCRIPTION,€310,,
LVL MEDICAL PARIS ET NORD,Médecin,ESSAKO GEORGES 0,20/11/2013,TRANSPORT,€185,,
LVL MEDICAL PARIS ET NORD,Médecin,ESSAKO GEORGES 0,20/11/2013,HEBERGEMENT,€255,,
MAQUET SAS,Médecin,BREMONT JEAN LUC,07/02/2014,Repas,€50,,
MEDEXACT,Médecin,ANDRIAMIHAJA HONORAT,05/04/2013,Autre: [Enquête],€29,,
MEDEXACT,Médecin,ANDRIAMIHAJA HONORAT,05/07/2013,Autre: [Enquête],€19,,
